NamedEntity-Miscellanies: CSU-Fraktion |frequenzy: 4016
NamedEntity-Miscellanies: Strukturelle Benachteiligung |frequenzy: 1
NamedEntity-Miscellanies: Temperaturregulatoren |frequenzy: 1
NamedEntity-Miscellanies: Bayerischen Integrationsgesetz |frequenzy: 1
NamedEntity-Miscellanies: lupenreine |frequenzy: 1
NamedEntity-Miscellanies: Verlust von Fakten Sorgen |frequenzy: 1
NamedEntity-Miscellanies: Live-TKÜ |frequenzy: 1
NamedEntity-Miscellanies: Das Blau der Vereinten Nationen |frequenzy: 1
NamedEntity-Miscellanies: Einzelplan 04 Haben |frequenzy: 1
NamedEntity-Miscellanies: Produktverbote |frequenzy: 1
NamedEntity-Miscellanies: Professor Neumann |frequenzy: 1
NamedEntity-Miscellanies: Wer Wind sät |frequenzy: 1
NamedEntity-Miscellanies: HORIZON |frequenzy: 1
NamedEntity-Miscellanies: Jahr 30  |frequenzy: 1
NamedEntity-Miscellanies: General­inspekteurs |frequenzy: 1
NamedEntity-Miscellanies: CE-geprüfte |frequenzy: 1
NamedEntity-Miscellanies: Kristallvase |frequenzy: 1
NamedEntity-Miscellanies: Angriff auf die letzten mickrigen Reste von Demokratie |frequenzy: 1
NamedEntity-Miscellanies: Eingabe von Petitionen |frequenzy: 1
NamedEntity-Miscellanies: Tages Europa |frequenzy: 1
NamedEntity-Miscellanies: Strukturdaten |frequenzy: 1
NamedEntity-Miscellanies: Volkskongress |frequenzy: 1
NamedEntity-Miscellanies: Ich hasse Männer |frequenzy: 1
NamedEntity-Miscellanies: Doch Schulden |frequenzy: 1
NamedEntity-Miscellanies: Vorstellbaren |frequenzy: 1
NamedEntity-Miscellanies: Fast-Monopol |frequenzy: 1
NamedEntity-Miscellanies: Sexueller Missbrauch von Kindern |frequenzy: 1
NamedEntity-Miscellanies: WernerBÜNDNIS 90 |frequenzy: 1
NamedEntity-Miscellanies: Nachtzügen  |frequenzy: 1
NamedEntity-Miscellanies: Ihr Haus  |frequenzy: 1
NamedEntity-Miscellanies: Weltliga |frequenzy: 1
NamedEntity-Miscellanies: marsch umzukehrenund |frequenzy: 1
NamedEntity-Miscellanies: Digitalsteuer  |frequenzy: 1
NamedEntity-Miscellanies: Otto |frequenzy: 1
NamedEntity-Miscellanies: national-volkswirtschaftlichen |frequenzy: 1
NamedEntity-Miscellanies: Das unterstreiche ich hier  |frequenzy: 1
NamedEntity-Miscellanies: Das mache ich immer |frequenzy: 1
NamedEntity-Miscellanies: Ü II |frequenzy: 1
NamedEntity-Miscellanies: Luftwaffen |frequenzy: 1
NamedEntity-Miscellanies: friedlicheres Land |frequenzy: 1
NamedEntity-Miscellanies: OctoWare |frequenzy: 1
NamedEntity-Miscellanies: Ihres Kanzleramts |frequenzy: 1
NamedEntity-Miscellanies: Das muss ich Ihnen mal klar |frequenzy: 1
NamedEntity-Miscellanies: Ein EWF |frequenzy: 1
NamedEntity-Miscellanies: Was spare ich wirklich fürs Alter |frequenzy: 1
NamedEntity-Miscellanies: Die Freiheitsberaubung |frequenzy: 1
NamedEntity-Miscellanies: Hauses angenommen –  |frequenzy: 1
NamedEntity-Miscellanies: dieUnion |frequenzy: 1
NamedEntity-Miscellanies: Konferenz in Berlin |frequenzy: 1
NamedEntity-Miscellanies: Deutschen Herbst |frequenzy: 1
NamedEntity-Miscellanies: Bevölkerungshälften von Frauen |frequenzy: 1
NamedEntity-Miscellanies: Tag gegen jede Falschinformation |frequenzy: 1
NamedEntity-Miscellanies: Deshalb komme ich jetzt |frequenzy: 1
NamedEntity-Miscellanies: Parlamentarischen Kontrollgremium auf Augenhöhe |frequenzy: 1
NamedEntity-Miscellanies: OMT-Programmen |frequenzy: 1
NamedEntity-Miscellanies: Zwei Jahre nach der Unabhängigkeit |frequenzy: 1
NamedEntity-Miscellanies: Jobs pro Jahr |frequenzy: 1
NamedEntity-Miscellanies: Signal |frequenzy: 1
NamedEntity-Miscellanies: Google-Bibliothek |frequenzy: 1
NamedEntity-Miscellanies: Katzenfreunde |frequenzy: 1
NamedEntity-Miscellanies: Das ist der Schlüssel |frequenzy: 1
NamedEntity-Miscellanies: Drittes Zwischenergebnis |frequenzy: 1
NamedEntity-Miscellanies: Tausenden Beispielen |frequenzy: 1
NamedEntity-Miscellanies: Haushaltspolitisch |frequenzy: 1
NamedEntity-Miscellanies: Härtefalles |frequenzy: 1
NamedEntity-Miscellanies: Svenja |frequenzy: 1
NamedEntity-Miscellanies: Out-of-Area-Urteil |frequenzy: 1
NamedEntity-Miscellanies: Die Sicherheit Deutschland |frequenzy: 1
NamedEntity-Miscellanies: Pückler-Gymnasiums |frequenzy: 1
NamedEntity-Miscellanies: NouripourCem ÖzdemirFiliz |frequenzy: 1
NamedEntity-Miscellanies: Der vorliegende Haushalt |frequenzy: 1
NamedEntity-Miscellanies: ­NATO-Kommando |frequenzy: 1
NamedEntity-Miscellanies: AfD kenne |frequenzy: 1
NamedEntity-Miscellanies: Sturm  |frequenzy: 1
NamedEntity-Miscellanies: Propaganda-Accounts |frequenzy: 1
NamedEntity-Miscellanies: Rechtsbrüchen |frequenzy: 1
NamedEntity-Miscellanies: Tag für die Bildung |frequenzy: 1
NamedEntity-Miscellanies: Es ist eben gesagt worden |frequenzy: 1
NamedEntity-Miscellanies: Riester-Zulagen |frequenzy: 1
NamedEntity-Miscellanies: 60 Milliarden |frequenzy: 1
NamedEntity-Miscellanies: ASP-Warnsystem |frequenzy: 1
NamedEntity-Miscellanies: Freien Demokra­ten |frequenzy: 1
NamedEntity-Miscellanies: kriminalpolitischen |frequenzy: 1
NamedEntity-Miscellanies: Gehe ich durch die Tür |frequenzy: 1
NamedEntity-Miscellanies: Juso-Zeit |frequenzy: 1
NamedEntity-Miscellanies: Jungen Männern |frequenzy: 1
NamedEntity-Miscellanies: Plattformen Arbeitenden |frequenzy: 1
NamedEntity-Miscellanies: Blabla-Koalition |frequenzy: 1
NamedEntity-Miscellanies: Lieblingskollegin |frequenzy: 1
NamedEntity-Miscellanies: NO2 |frequenzy: 1
NamedEntity-Miscellanies: Start‑ups |frequenzy: 1
NamedEntity-Miscellanies: Wenn Füür |frequenzy: 1
NamedEntity-Miscellanies: bautechnischen |frequenzy: 1
NamedEntity-Miscellanies: Minijobgrenzen |frequenzy: 1
NamedEntity-Miscellanies: Chaos-Parteien |frequenzy: 1
NamedEntity-Miscellanies: Die heutige Diskussion |frequenzy: 1
NamedEntity-Miscellanies: Mission der Vereinten Nationen UNAMID |frequenzy: 1
NamedEntity-Miscellanies: Friedensprozess der Vereinten Nationen |frequenzy: 1
NamedEntity-Miscellanies: Ladenpreis für alle festsetzt |frequenzy: 1
NamedEntity-Miscellanies: FDP-Format |frequenzy: 1
NamedEntity-Miscellanies: Herr Färber |frequenzy: 1
NamedEntity-Miscellanies: Reviere |frequenzy: 1
NamedEntity-Miscellanies: Girls’ |frequenzy: 1
NamedEntity-Miscellanies: Emissionshandels in Europa |frequenzy: 1
NamedEntity-Miscellanies: Rückschau |frequenzy: 1
NamedEntity-Miscellanies: Jargon unserer Zeit |frequenzy: 1
NamedEntity-Miscellanies: Dienstagvormittag |frequenzy: 1
NamedEntity-Miscellanies: Sandkastenspiele |frequenzy: 1
NamedEntity-Miscellanies: wettbewerbsrechtlicher |frequenzy: 1
NamedEntity-Miscellanies: Clemens Fuest |frequenzy: 1
NamedEntity-Miscellanies: Das sollte uns |frequenzy: 1
NamedEntity-Miscellanies: Dieselgipfels |frequenzy: 1
NamedEntity-Miscellanies: Dieses Kleinvieh |frequenzy: 1
NamedEntity-Miscellanies: Tag und die Coronasituation |frequenzy: 1
NamedEntity-Miscellanies: Anteils von russischem Gas |frequenzy: 1
NamedEntity-Miscellanies: Liebe Kollegen von den Linken |frequenzy: 1
NamedEntity-Miscellanies: Open-Source-Daten |frequenzy: 1
NamedEntity-Miscellanies: Die drei  |frequenzy: 1
NamedEntity-Miscellanies: Der massive Kontrollverlust |frequenzy: 1
NamedEntity-Miscellanies: Landstraßenteilstücken |frequenzy: 1
NamedEntity-Miscellanies: Meine Mission |frequenzy: 1
NamedEntity-Miscellanies: Provisionen der Reisebüros |frequenzy: 1
NamedEntity-Miscellanies: Jahr 1934 |frequenzy: 1
NamedEntity-Miscellanies: Pkw-Käufer |frequenzy: 1
NamedEntity-Miscellanies: HEIMVORTEIL2Go“-Box |frequenzy: 1
NamedEntity-Miscellanies: Linken;Sie |frequenzy: 1
NamedEntity-Miscellanies: MINT-Investitionen |frequenzy: 1
NamedEntity-Miscellanies: CO2-Budgetmengen |frequenzy: 1
NamedEntity-Miscellanies: Tag vor uns |frequenzy: 1
NamedEntity-Miscellanies: Enough is enough! |frequenzy: 1
NamedEntity-Miscellanies: F-18-Flugzeuge  |frequenzy: 1
NamedEntity-Miscellanies: Kooperationsbedingungen |frequenzy: 1
NamedEntity-Miscellanies: Rentenbeitragszahlern |frequenzy: 1
NamedEntity-Miscellanies: Ministerium die Digitalisierung |frequenzy: 1
NamedEntity-Miscellanies: Das Wichtige |frequenzy: 1
NamedEntity-Miscellanies: höher – Natürlich |frequenzy: 1
NamedEntity-Miscellanies: Unterlassungsklagerechts |frequenzy: 1
NamedEntity-Miscellanies: WTO-Panel |frequenzy: 1
NamedEntity-Miscellanies: LSBTTIQ |frequenzy: 1
NamedEntity-Miscellanies: Fehlinformationen |frequenzy: 1
NamedEntity-Miscellanies: Roland |frequenzy: 1
NamedEntity-Miscellanies: Hochschulpakt I |frequenzy: 1
NamedEntity-Miscellanies: Das Gesetz atmet |frequenzy: 1
NamedEntity-Miscellanies: WM-Doppelvergabe |frequenzy: 1
NamedEntity-Miscellanies: vergangenen Jahre denn |frequenzy: 1
NamedEntity-Miscellanies: Gesetz über Steuerstatistiken |frequenzy: 1
NamedEntity-Miscellanies: FIAN |frequenzy: 1
NamedEntity-Miscellanies: vier Jahre zur Wahl |frequenzy: 1
NamedEntity-Miscellanies: Rentenpaket  |frequenzy: 1
NamedEntity-Miscellanies: Alltags Barrierefreiheit |frequenzy: 1
NamedEntity-Miscellanies: Ramschpreisen |frequenzy: 1
NamedEntity-Miscellanies: Bundes-Kita-Qualitätsgesetz |frequenzy: 1
NamedEntity-Miscellanies: 5-Euro-Scheinen |frequenzy: 1
NamedEntity-Miscellanies: Chancen sind schön und gut |frequenzy: 1
NamedEntity-Miscellanies: Präsidenten:„Die Flüchtlinge |frequenzy: 1
NamedEntity-Miscellanies: Ihr Wunschtraum |frequenzy: 1
NamedEntity-Miscellanies: Zeit las ich |frequenzy: 1
NamedEntity-Miscellanies: Axt an unser Europa |frequenzy: 1
NamedEntity-Miscellanies: Im Jahr 2001 |frequenzy: 1
NamedEntity-Miscellanies: vorliegt 1 |frequenzy: 1
NamedEntity-Miscellanies: Haushaltsmilliarden |frequenzy: 1
NamedEntity-Miscellanies: traue |frequenzy: 1
NamedEntity-Miscellanies: Tagesordnungspunkt 45 |frequenzy: 1
NamedEntity-Miscellanies: Agile Arbeitsmethoden |frequenzy: 1
NamedEntity-Miscellanies: Bekenntnis zur Zukunft Deutschlands |frequenzy: 1
NamedEntity-Miscellanies: Umerziehungslagern |frequenzy: 1
NamedEntity-Miscellanies: Ein Jahr nach ihrer Ermordung |frequenzy: 1
NamedEntity-Miscellanies: Flatterstrom Versorgungssicherheit |frequenzy: 1
NamedEntity-Miscellanies: Jim Messina |frequenzy: 1
NamedEntity-Miscellanies: Bundesparteitages |frequenzy: 1
NamedEntity-Miscellanies: Tote pro Tag |frequenzy: 1
NamedEntity-Miscellanies: SPDwird |frequenzy: 1
NamedEntity-Miscellanies: Wertegerüsts |frequenzy: 1
NamedEntity-Miscellanies: 2  September |frequenzy: 1
NamedEntity-Miscellanies: Dual-Use-Problematik |frequenzy: 1
NamedEntity-Miscellanies: Deshalb bin ich |frequenzy: 1
NamedEntity-Miscellanies: Bist du |frequenzy: 1
NamedEntity-Miscellanies: A1-Formular |frequenzy: 1
NamedEntity-Miscellanies: BMI Angst |frequenzy: 1
NamedEntity-Miscellanies: Das gilt für alle, die |frequenzy: 1
NamedEntity-Miscellanies: Germany  |frequenzy: 1
NamedEntity-Miscellanies: Alexander-von-Humboldt-Professuren |frequenzy: 1
NamedEntity-Miscellanies: Die digitale Welt |frequenzy: 1
NamedEntity-Miscellanies: Korridor Frankfurt–Hanau–Fulda–Eisenach |frequenzy: 1
NamedEntity-Miscellanies: Personenaufkommens |frequenzy: 1
NamedEntity-Miscellanies: U18-Rugby-Nationalmannschaft |frequenzy: 1
NamedEntity-Miscellanies: Bezugs von |frequenzy: 1
NamedEntity-Miscellanies: Migrationsbegrenzung |frequenzy: 1
NamedEntity-Miscellanies: Diskriminierungsschutzes |frequenzy: 1
NamedEntity-Miscellanies: können¸ |frequenzy: 1
NamedEntity-Miscellanies: Das kam vom |frequenzy: 1
NamedEntity-Miscellanies: Ihr Verhalten |frequenzy: 1
NamedEntity-Miscellanies: Festlegung;denn |frequenzy: 1
NamedEntity-Miscellanies: Tranche-1-Ersatz |frequenzy: 1
NamedEntity-Miscellanies: Bekenntnis zur Datenteilungspflicht |frequenzy: 1
NamedEntity-Miscellanies: Hartz-IV-Vollzugsminister |frequenzy: 1
NamedEntity-Miscellanies: Gesetzes Rechnung |frequenzy: 1
NamedEntity-Miscellanies: Die meisten von Ihnen |frequenzy: 1
NamedEntity-Miscellanies: Was ich jetzt erlebe |frequenzy: 1
NamedEntity-Miscellanies: GroßRita |frequenzy: 1
NamedEntity-Miscellanies: Was wollen wir? |frequenzy: 1
NamedEntity-Miscellanies: BMIMarco |frequenzy: 1
NamedEntity-Miscellanies: NATO-Landes |frequenzy: 1
NamedEntity-Miscellanies: BTHG  |frequenzy: 1
NamedEntity-Miscellanies: Extremereignisse |frequenzy: 1
NamedEntity-Miscellanies: Woche Modellprojekte |frequenzy: 1
NamedEntity-Miscellanies: Der Parlamentarische Staatssekretär |frequenzy: 1
NamedEntity-Miscellanies: Zeitstrafe kenne ich |frequenzy: 1
NamedEntity-Miscellanies: Redispatch-Netzeinspeisemanagement |frequenzy: 1
NamedEntity-Miscellanies: Abrüstungsverhandlungen  |frequenzy: 1
NamedEntity-Miscellanies: CDU-Parteispenderin |frequenzy: 1
NamedEntity-Miscellanies: Drittstaat-Gesellschaften |frequenzy: 1
NamedEntity-Miscellanies: Candy-Crush-Liga |frequenzy: 1
NamedEntity-Miscellanies: Die innere Sicherheit |frequenzy: 1
NamedEntity-Miscellanies: Zeit der Beratungen |frequenzy: 1
NamedEntity-Miscellanies: Politprosa |frequenzy: 1
NamedEntity-Miscellanies: gerechte Sache |frequenzy: 1
NamedEntity-Miscellanies: Vertrag über die Annexion |frequenzy: 1
NamedEntity-Miscellanies: Mein sechsjähriger Sohn |frequenzy: 1
NamedEntity-Miscellanies: KfW-Studie |frequenzy: 1
NamedEntity-Miscellanies: Shoa |frequenzy: 1
NamedEntity-Miscellanies: Liane |frequenzy: 1
NamedEntity-Miscellanies: FPÖ-Politiker |frequenzy: 1
NamedEntity-Miscellanies: Sitzungswoche für |frequenzy: 1
NamedEntity-Miscellanies: Schiss vor |frequenzy: 1
NamedEntity-Miscellanies: Ihres Herrn Dobrindt |frequenzy: 1
NamedEntity-Miscellanies: Fetisch  |frequenzy: 1
NamedEntity-Miscellanies: In Zeiten von Vollbeschäftigung |frequenzy: 1
NamedEntity-Miscellanies: Mazedonien– Nordmazedonien  |frequenzy: 1
NamedEntity-Miscellanies: Super Maßnahme |frequenzy: 1
NamedEntity-Miscellanies: Furchen |frequenzy: 1
NamedEntity-Miscellanies: Ihr Schwarz-Weiß-Denken |frequenzy: 1
NamedEntity-Miscellanies: Call Shops |frequenzy: 1
NamedEntity-Miscellanies: Parlamentarischen Geschäftsführern für die Weitsicht |frequenzy: 1
NamedEntity-Miscellanies: Tausenden Fesseln |frequenzy: 1
NamedEntity-Miscellanies: MEKO A-200 |frequenzy: 1
NamedEntity-Miscellanies: Sie uns stattdessen das Gemeinsame |frequenzy: 1
NamedEntity-Miscellanies: Bagdad  |frequenzy: 1
NamedEntity-Miscellanies: USA-Bashing |frequenzy: 1
NamedEntity-Miscellanies: Kernforderungen der Protestierenden |frequenzy: 1
NamedEntity-Miscellanies: Lobbybeauftragter |frequenzy: 1
NamedEntity-Miscellanies: Pflege-Tariftreue-Gesetz |frequenzy: 1
NamedEntity-Miscellanies: Neueste Nachrichten |frequenzy: 1
NamedEntity-Miscellanies: Städtebauförderung |frequenzy: 1
NamedEntity-Miscellanies: Hartz-IV-Auszahlung |frequenzy: 1
NamedEntity-Miscellanies: hier –  |frequenzy: 1
NamedEntity-Miscellanies: Atomwaffenverbotsvertrages |frequenzy: 1
NamedEntity-Miscellanies: DigitalPakt II Meine |frequenzy: 1
NamedEntity-Miscellanies: Bahnpolitische |frequenzy: 1
NamedEntity-Miscellanies: Europäische Parlament,(Beatrix von Storch |frequenzy: 1
NamedEntity-Miscellanies: NPD-Verbot |frequenzy: 1
NamedEntity-Miscellanies: Vorhabenträgers |frequenzy: 1
NamedEntity-Miscellanies: brisant |frequenzy: 1
NamedEntity-Miscellanies: Krankentagegeldbezug |frequenzy: 1
NamedEntity-Miscellanies: Geschlechterparitätisch |frequenzy: 1
NamedEntity-Miscellanies: würden –  |frequenzy: 1
NamedEntity-Miscellanies: Familienentlastungsgesetz |frequenzy: 1
NamedEntity-Miscellanies: Fußball-WM  |frequenzy: 1
NamedEntity-Miscellanies: schön und der Sache |frequenzy: 1
NamedEntity-Miscellanies: undKollegen Sprechern |frequenzy: 1
NamedEntity-Miscellanies: HIV-Selbsttest |frequenzy: 1
NamedEntity-Miscellanies: Wohlfahrtsverbänden |frequenzy: 1
NamedEntity-Miscellanies: CO2-Klimareligion |frequenzy: 1
NamedEntity-Miscellanies: Arbeitslosengeld 68 |frequenzy: 1
NamedEntity-Miscellanies: kassenärztliche |frequenzy: 1
NamedEntity-Miscellanies: Geldbeutel?“ Die |frequenzy: 1
NamedEntity-Miscellanies: Volksfesten |frequenzy: 1
NamedEntity-Miscellanies: Sicherungsfonds |frequenzy: 1
NamedEntity-Miscellanies: werden “Das |frequenzy: 1
NamedEntity-Miscellanies: Tag der Verkündung des Merkel |frequenzy: 1
NamedEntity-Miscellanies: nächsten vier Jahre geplant haben |frequenzy: 1
NamedEntity-Miscellanies: Instrument 60 |frequenzy: 1
NamedEntity-Miscellanies: Karl-HeinzBrunnerSPDDr |frequenzy: 1
NamedEntity-Miscellanies: Bildungsaufgaben |frequenzy: 1
NamedEntity-Miscellanies: Leopard 2 |frequenzy: 1
NamedEntity-Miscellanies: Gegenfragen |frequenzy: 1
NamedEntity-Miscellanies: Vorstellen |frequenzy: 1
NamedEntity-Miscellanies: Nord­osten Frankreichs |frequenzy: 1
NamedEntity-Miscellanies: Konferenz der Ministerpräsidenten |frequenzy: 1
NamedEntity-Miscellanies: GCM |frequenzy: 1
NamedEntity-Miscellanies: IT-SiG 2 0 |frequenzy: 1
NamedEntity-Miscellanies: Fairer-Kassenwettbewerb-System |frequenzy: 1
NamedEntity-Miscellanies: vertrauliche |frequenzy: 1
NamedEntity-Miscellanies: Ein Senior­experte |frequenzy: 1
NamedEntity-Miscellanies: Eins-a-DDR-Planwirtschaft |frequenzy: 1
NamedEntity-Miscellanies: Jahr Mindereinnahmen |frequenzy: 1
NamedEntity-Miscellanies: Mitte-links-Aufbruch |frequenzy: 1
NamedEntity-Miscellanies: Euer Buchhalter |frequenzy: 1
NamedEntity-Miscellanies: Ideologen – |frequenzy: 1
NamedEntity-Miscellanies: Lukaschenko-Regime |frequenzy: 1
NamedEntity-Miscellanies: Digitalpolitikerinnen |frequenzy: 1
NamedEntity-Miscellanies: Bundes-Notbremse |frequenzy: 1
NamedEntity-Miscellanies: EAT-Lancet  |frequenzy: 1
NamedEntity-Miscellanies: Golfkrieg  |frequenzy: 1
NamedEntity-Miscellanies: Warschauer Aufstandes |frequenzy: 1
NamedEntity-Miscellanies: Deckel drauflassen;seit 2013 |frequenzy: 1
NamedEntity-Miscellanies: Eid  |frequenzy: 1
NamedEntity-Miscellanies: Ein kräftiger Mann |frequenzy: 1
NamedEntity-Miscellanies: Unser Bericht |frequenzy: 1
NamedEntity-Miscellanies: MedEvac |frequenzy: 1
NamedEntity-Miscellanies: privatePkw-Nutzung |frequenzy: 1
NamedEntity-Miscellanies: WindenVergesst |frequenzy: 1
NamedEntity-Miscellanies: Beratungs- und Beschäftigungszentren |frequenzy: 1
NamedEntity-Miscellanies: Taipan“-Prozess |frequenzy: 1
NamedEntity-Miscellanies: Deutschland Exportschlager |frequenzy: 1
NamedEntity-Miscellanies: Osterurlaub |frequenzy: 1
NamedEntity-Miscellanies: Schulen?9  |frequenzy: 1
NamedEntity-Miscellanies: Ökumenische Bericht |frequenzy: 1
NamedEntity-Miscellanies: Bosbach-Doktrin |frequenzy: 1
NamedEntity-Miscellanies: Liebe IT-Freelancer |frequenzy: 1
NamedEntity-Miscellanies: Erziehungsgedanke |frequenzy: 1
NamedEntity-Miscellanies: Berliner Müllabfuhr |frequenzy: 1
NamedEntity-Miscellanies: Linken Extremismus |frequenzy: 1
NamedEntity-Miscellanies: Beitritt von Deutschland |frequenzy: 1
NamedEntity-Miscellanies: Steueroasen-Abwehrgesetz  |frequenzy: 1
NamedEntity-Miscellanies: Russland-Politik |frequenzy: 1
NamedEntity-Miscellanies: Zukunftsrisiken |frequenzy: 1
NamedEntity-Miscellanies: Triple B |frequenzy: 1
NamedEntity-Miscellanies: 2 Gigawatt |frequenzy: 1
NamedEntity-Miscellanies: vier Jahre und |frequenzy: 1
NamedEntity-Miscellanies: Ställen der Zukunft |frequenzy: 1
NamedEntity-Miscellanies: Kroko-Tränen |frequenzy: 1
NamedEntity-Miscellanies: Nachrüstungen 18 |frequenzy: 1
NamedEntity-Miscellanies: Jahr allein von Immobilienunternehmen |frequenzy: 1
NamedEntity-Miscellanies: Steuergeld der Bürgerinnen |frequenzy: 1
NamedEntity-Miscellanies: EU-Türkei-Abkommen  |frequenzy: 1
NamedEntity-Miscellanies: mehr „Wir |frequenzy: 1
NamedEntity-Miscellanies: Missbrauch von Verfahrensrechten |frequenzy: 1
NamedEntity-Miscellanies: Trennungsgebot  |frequenzy: 1
NamedEntity-Miscellanies: Laienanwendung |frequenzy: 1
NamedEntity-Miscellanies: Du Fischvotze |frequenzy: 1
NamedEntity-Miscellanies: DDR-Funktionären |frequenzy: 1
NamedEntity-Miscellanies: RISG |frequenzy: 1
NamedEntity-Miscellanies: 30  Jahr des |frequenzy: 1
NamedEntity-Miscellanies: Das Gesetz zur steuerlichen Förderung |frequenzy: 1
NamedEntity-Miscellanies: Gehe |frequenzy: 1
NamedEntity-Miscellanies: Yesterday we cried |frequenzy: 1
NamedEntity-Miscellanies: BAPersBw |frequenzy: 1
NamedEntity-Miscellanies: Euro Direktschaden |frequenzy: 1
NamedEntity-Miscellanies: COPERNICUS-Programm |frequenzy: 1
NamedEntity-Miscellanies: Elf Jahre finanzieren wir |frequenzy: 1
NamedEntity-Miscellanies: Wort  |frequenzy: 1
NamedEntity-Miscellanies: Mann über die Frau |frequenzy: 1
NamedEntity-Miscellanies: Elek­tromobilität |frequenzy: 1
NamedEntity-Miscellanies: Arbeitgeberverband VDMA |frequenzy: 1
NamedEntity-Miscellanies: Des mag da wurscht |frequenzy: 1
NamedEntity-Miscellanies: Die letzte Frage an die Bundesregierung |frequenzy: 1
NamedEntity-Miscellanies: Das sehen wir exakt |frequenzy: 1
NamedEntity-Miscellanies: Wiedervereinigung Irlands |frequenzy: 1
NamedEntity-Miscellanies: Für eine Kurzintervention gebe ich dem Kollegen Pflüger |frequenzy: 1
NamedEntity-Miscellanies: Bundestagswahl 2013 |frequenzy: 1
NamedEntity-Miscellanies: WDR 60 |frequenzy: 1
NamedEntity-Miscellanies: Wirrsinn Tür und Tor |frequenzy: 1
NamedEntity-Miscellanies: AfD-Entwurf |frequenzy: 1
NamedEntity-Miscellanies: VN-Mission MINUSMA |frequenzy: 1
NamedEntity-Miscellanies: Jahr 70  |frequenzy: 1
NamedEntity-Miscellanies: Notizbücher |frequenzy: 1
NamedEntity-Miscellanies: mRNA-Impfstoffen |frequenzy: 1
NamedEntity-Miscellanies: SPD-nahen |frequenzy: 1
NamedEntity-Miscellanies: PTBS-Therapie |frequenzy: 1
NamedEntity-Miscellanies: 7  Juni 2019 |frequenzy: 1
NamedEntity-Miscellanies: Jahre immer praller |frequenzy: 1
NamedEntity-Miscellanies: PISA-Sofortmaßnahmen |frequenzy: 1
NamedEntity-Miscellanies: FDP-Ladenhütern |frequenzy: 1
NamedEntity-Miscellanies: aufzumachen |frequenzy: 1
NamedEntity-Miscellanies: Peer-Reviews |frequenzy: 1
NamedEntity-Miscellanies: Astra |frequenzy: 1
NamedEntity-Miscellanies: GRS |frequenzy: 1
NamedEntity-Miscellanies: dreimal im Jahr |frequenzy: 1
NamedEntity-Miscellanies: Ladesäulen für Elektrofahrzeuge |frequenzy: 1
NamedEntity-Miscellanies: wir im Jahr 2050 |frequenzy: 1
NamedEntity-Miscellanies: Landwirtschaft im Jahre  |frequenzy: 1
NamedEntity-Miscellanies: Zeit der Nationalstaaten und der Abschottung |frequenzy: 1
NamedEntity-Miscellanies: Ehrenkreuz der Deutschen Mutter |frequenzy: 1
NamedEntity-Miscellanies: 2015 Es |frequenzy: 1
NamedEntity-Miscellanies: Das Glas |frequenzy: 1
NamedEntity-Miscellanies: Periodischen |frequenzy: 1
NamedEntity-Miscellanies: MON 810 |frequenzy: 1
NamedEntity-Miscellanies: CDU-Linie |frequenzy: 1
NamedEntity-Miscellanies: China-EU-Gipfel |frequenzy: 1
NamedEntity-Miscellanies: FreeseDagmar FreitagMichael GerdesMartin |frequenzy: 1
NamedEntity-Miscellanies: Jahr 2015 Meine |frequenzy: 1
NamedEntity-Miscellanies: Im Jahr danach |frequenzy: 1
NamedEntity-Miscellanies: Das hatten wir |frequenzy: 1
NamedEntity-Miscellanies: Deutsches Wahlrecht für alle Europäer |frequenzy: 1
NamedEntity-Miscellanies: Nahles V |frequenzy: 1
NamedEntity-Miscellanies: LGBTI-Aktivistinnen |frequenzy: 1
NamedEntity-Miscellanies: BDI – ich |frequenzy: 1
NamedEntity-Miscellanies: Investitionsbeschleunigungsgesetzes |frequenzy: 1
NamedEntity-Miscellanies: Deutsche Frieden |frequenzy: 1
NamedEntity-Miscellanies: spanischen Bürgerkrieg |frequenzy: 1
NamedEntity-Miscellanies: Reinvestment Act |frequenzy: 1
NamedEntity-Miscellanies: Bakus |frequenzy: 1
NamedEntity-Miscellanies: condition-based |frequenzy: 1
NamedEntity-Miscellanies: So wie Herr Krauß |frequenzy: 1
NamedEntity-Miscellanies: werden (Karsten Hilse |frequenzy: 1
NamedEntity-Miscellanies: Umweltminister |frequenzy: 1
NamedEntity-Miscellanies: Der Volkstrauertag |frequenzy: 1
NamedEntity-Miscellanies: bunt-europäischen |frequenzy: 1
NamedEntity-Miscellanies: 2 000 |frequenzy: 1
NamedEntity-Miscellanies: Paktes für den Rechtsstaat Stellenzuwächse |frequenzy: 1
NamedEntity-Miscellanies: Rahmengesetze |frequenzy: 1
NamedEntity-Miscellanies: Bekenntnis zur Marktwirtschaft |frequenzy: 1
NamedEntity-Miscellanies: Ein paar Jahre später |frequenzy: 1
NamedEntity-Miscellanies: Ihre Kammer |frequenzy: 1
NamedEntity-Miscellanies: Haushaltstipp |frequenzy: 1
NamedEntity-Miscellanies: nigerianische |frequenzy: 1
NamedEntity-Miscellanies: Politikversagen  |frequenzy: 1
NamedEntity-Miscellanies: Ein Informationsdefizit über die medizinischen |frequenzy: 1
NamedEntity-Miscellanies: sein!“Denn |frequenzy: 1
NamedEntity-Miscellanies: Politikwechsel – |frequenzy: 1
