Speaker = Carsten Schneider

The Speaker: Carsten Schneider had used the following NOUNS: Herr | frequency: 105
The Speaker: Carsten Schneider had used the following NOUNS: Jahrestag | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Ausufern | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Berichterstatter | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Hauptausschuss | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Beschluss | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Überschussländern | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Ermessens | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Doppelpunkten | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Ebert-Rede | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Staatsschuldscheine | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Konjunkturanreize | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Friseurin | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Versammlung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Qualität | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Oligarchen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Einverständnis | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Verfehlung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Gesundheit | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Wende | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Parteifarben | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Instrumentalisierung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Sprachlosigkeit | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Gewähr | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Klamotte | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Bluecard-Regelung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Mine | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Hirte | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Haushaltsausschuss | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Nehmerländern | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Anliegen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Lernbedingungen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Export | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Nahrungsmittel | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Gruppe | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Mobilfunk | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Bundesländer | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Gleichwertigkeit | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Parlamentarier | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Hintergrund | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: System | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Reduktion | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Klärung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Zweitstimmenergebnisse | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Schuldenmacher | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Souverän | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Winter | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: antworten | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Zumutung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Fricke | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Steigbügelhalter | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Handeln | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Durchführung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Entsetzen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Dorf | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Politikstil | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Pointe | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Banken | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Härte | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Bestätigung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Ausschüsse– | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Großkonzern | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Verbrecher | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Beschäftigte | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Nichtdialogs | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Übertreiben | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Bundestagswahl | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Sand | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Heil | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Vereinbarungsweg | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Vormittag | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Platz | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: zentral | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Schirm | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Darlehen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Geschäftsordnungsdebatte | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: sind.– | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Wirtschaftseinbruch | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Aufsetzen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Mauerfall | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Impfung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Lüge | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Ökonomie | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Bestellung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Spaltung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Meter | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Vermögensteuer | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Gepflogenheit | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Quatsch | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Staatssekretäre | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: IfSG | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Vertrag | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Sparbemühungen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Titel | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Vorjahr | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Geheimnis | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Auftritt | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Niedriglohnstrategie | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Pandemielage | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Konjunkturprogramms | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Euro-Gruppe | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Letzter | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Einigungsvorschlag | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Progression | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Hofreiter | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Direktoriumsmitglied | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Auseinandersetzung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: FinanzenBundesminister | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Berufsjahren | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Gegenposition | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Herausforderung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Versprechen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Bundesgesundheitsministerium | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Koalitionspartner | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Regierungsprogramme | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Plausibilität | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Schostakowitsch | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Ausgangspunkt | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Berater | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Länderproporze | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Schuldenerhöher | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Blockade | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Hemd | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Besprechung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Regierungsbildung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Befürchtung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Frechheit | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Sitz | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Psychologie | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Wachstumsprognosen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Gendersternchen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Verständnis | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Versuch | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Anpassung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Richtgröße | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Struktur | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Atem | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Charakter | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Verlauf | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Grundgesetzes | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Würde | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Erbe | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Analyse | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Ehrenerklärung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Ansiedlungsargument | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Bundesamt | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Mittelwert | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Durchbruch | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Aussaugen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Frist | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Schließen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: zulasten | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Verzicht | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Zentralstaat | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: GmbH | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Abschreibung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Beteiligungsquote | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Dissens | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Volkswirtschaft | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Not | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Landtagswahl | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Belange | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Vorlage | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Ausschuss | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Einsetzungsbeschluss | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Butterbrot | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Eingangspforte | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Protokollerklärung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Durchsetzung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Staatsschauspiel.– | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Schutz | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Entschädigung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: transparente | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Nachfolgerwelle | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Einschnitt | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Dreistigkeit | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Erziehung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Führung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Zensur | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Test | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Impfstatus | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Grundphilosophie | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Beamtenbesoldungsstufe | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Helles | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Ausbildung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Einwanderung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Nutzung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Wahlkreisarbeit | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: -betrug | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Auslandsmandate | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Tarifverträge | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Wehr | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Zwischenton | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Verteilungsschlüssel | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Tür | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: kapieren | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Aufzug | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Sicht | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Expertenkommission | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Hand | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Autokraten | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Regelungsbestand | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Rentner | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Anhebung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Überzeugungskraft | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Wortmeldungen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Eigentumsrechte | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Bevölkerungsschutzgesetz | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Akzeptanz | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Schwäche | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Verachtung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Jahrmarkt | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Arsenal | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Verpflichtung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Ach | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Kenntnis | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Predigen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Mehrheitsbildung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Milderung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Auslandseinsätze | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Pfizer | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Übereinstimmung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: allerdringendsten | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Schnieder | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Bedarf | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Sportsfreunde | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Grundeinkommen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Exportmarkt | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Ansteckungsgefahr | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Lust | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Bundesrates | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Themenhoheit | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Produktion | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Sanktion | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Auftreten | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: OECD-Maßnahmeplan | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Meinungsfreiheit | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Wahlkreisabgeordneten | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Zusage | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Eingang | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Gläubiger | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Parteibüros | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Millionenhöhe | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: BioNTech | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Linksfraktion | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Entwurf | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Eitelkeit | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Fehlschluss | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Ehrlichkeit | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Tarifbindung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Bund-Länder-Konferenzen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Falschbehauptungen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Aussicht | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Erinnerungskultur | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Matterhorn | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Vehikel | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Parteiendemokratie | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Förderung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Überlegenheitsfantasien | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Entscheidende | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Menschenleben | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Riesenerfolg | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Lupe | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Element | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Zwischenruf | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Status | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Vordenker | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Finanzministeriums | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Prozentpunkte | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Nein | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Veranstaltung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Distanz | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Linke.– | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Hinsehen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Exportleistungen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Kompensation | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Russe | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Stützpunkt | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Superreiche | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Lebensrealitäten | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Neustart | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Nebeneinkünfte | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: schlechtzumachen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Alltag | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Tod | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Großkonzernen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Unternehmensteuersatz | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Steuereinnahmeseite | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Lücke | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Verbot | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Manier | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Verstümmelung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Vielfaches | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Front | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Einwanderungsgesetz | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Diktatur | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Morgen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Körperschaftsteuersatz | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Bruttoeinkommen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Genehmigungswege | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Mikrofon | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Mieterinnen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Hauptaugenmerk | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Digitalisierung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Selbstkritik | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Sonntag | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Bundesinnenminister | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Oppositionspolitik | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Auto | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Vergabe | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Potenzialwachstum | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Schwelle | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Zeichen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Schaffung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Folge | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Riesenkatalog | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Finanzmärkte | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Weile | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: SPD-Minister | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Entzweiung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: klar.– | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Nacht | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Mann | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Fraktionssitzung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Anwesende | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Parteiengesetz | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Mehreinnahme | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Entmündigung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Einbruch | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Polizist | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Wohlstand | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Schulklassen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Wiederholung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Kriterium | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Rechtsextremismus | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Verbesserung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Schrottmasken | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Rock | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: OMT-Programm | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Pflicht | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Finanzlage | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Einführung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Aasgeiermanier | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: GroKo-Tarif | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Abgeordnete,(Dr | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Zusammenleben | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Koalitionsverhandlungen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Diesel | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Dreck | frequency: 1
