NamedEntity-Organisation: CDU |frequenzy: 1002
NamedEntity-Organisation: Europa-Armee |frequenzy: 1
NamedEntity-Organisation: EU-Agrargelder |frequenzy: 1
NamedEntity-Organisation: Staatskonzern Bahn |frequenzy: 1
NamedEntity-Organisation: FDP-Position |frequenzy: 1
NamedEntity-Organisation: antideutsche Linke |frequenzy: 1
NamedEntity-Organisation: Verbraucherpolitisches Programm der Bundesregierung |frequenzy: 1
NamedEntity-Organisation: Deutsche Gesellschaft für Public Health |frequenzy: 1
NamedEntity-Organisation: Konkretisierung für die digitalen Sitzungen |frequenzy: 1
NamedEntity-Organisation: KG |frequenzy: 1
NamedEntity-Organisation: take back control |frequenzy: 1
NamedEntity-Organisation: Katastrophe Ihnen |frequenzy: 1
NamedEntity-Organisation: AfD-Gene |frequenzy: 1
NamedEntity-Organisation: Wissenschaftlichen Dienst |frequenzy: 1
NamedEntity-Organisation: schwarz-weiß |frequenzy: 1
NamedEntity-Organisation: BHO |frequenzy: 1
NamedEntity-Organisation: VJTF |frequenzy: 1
NamedEntity-Organisation: Gesellschaft Abhilfe |frequenzy: 1
NamedEntity-Organisation: Machtziele |frequenzy: 1
NamedEntity-Organisation: Organisation für Sicherheit und Zusammenarbeit in Europa |frequenzy: 1
NamedEntity-Organisation: CO2-Bepreisung |frequenzy: 1
NamedEntity-Organisation: KfW-Programm zur Förderung |frequenzy: 1
NamedEntity-Organisation: Organisation LobbyControl |frequenzy: 1
NamedEntity-Organisation: EADS |frequenzy: 1
NamedEntity-Organisation: EVF |frequenzy: 1
NamedEntity-Organisation: Programm “Willkommenslotsen |frequenzy: 1
NamedEntity-Organisation: Franckeschen Stiftungen |frequenzy: 1
NamedEntity-Organisation: Gewerkschaftler |frequenzy: 1
NamedEntity-Organisation: Republikanern |frequenzy: 1
NamedEntity-Organisation: Minister? |frequenzy: 1
NamedEntity-Organisation: Irak-Mandat der Bundesregierung |frequenzy: 1
NamedEntity-Organisation: Berliner Wohnungsbaugesellschaft |frequenzy: 1
NamedEntity-Organisation: Bahman Nirumand |frequenzy: 1
NamedEntity-Organisation: TARGET-Saldos |frequenzy: 1
NamedEntity-Organisation: Traditionelles |frequenzy: 1
NamedEntity-Organisation: MINT |frequenzy: 1
NamedEntity-Organisation: Jahr Millionen |frequenzy: 1
NamedEntity-Organisation: EU-Europas |frequenzy: 1
NamedEntity-Organisation: Euro-Risiken |frequenzy: 1
NamedEntity-Organisation: Werten der Solidarität und Toleranz |frequenzy: 1
NamedEntity-Organisation: TP |frequenzy: 1
NamedEntity-Organisation: Europäischen Unionsind |frequenzy: 1
NamedEntity-Organisation: International Security Assistance Force |frequenzy: 1
NamedEntity-Organisation: Agentur für private Investoren |frequenzy: 1
NamedEntity-Organisation: Organisation Attac |frequenzy: 1
NamedEntity-Organisation: christliche Partei |frequenzy: 1
NamedEntity-Organisation: EU-Haushaltes |frequenzy: 1
NamedEntity-Organisation: Forschungszen­trum für psychische Gesundheit |frequenzy: 1
NamedEntity-Organisation: Union“  |frequenzy: 1
NamedEntity-Organisation: RNA |frequenzy: 1
NamedEntity-Organisation: Abgeordneter der Linken |frequenzy: 1
NamedEntity-Organisation: Deutsche Verein für öffentliche und private Fürsorge |frequenzy: 1
NamedEntity-Organisation: CDU-Kanzler |frequenzy: 1
NamedEntity-Organisation: afghanischen Streitkräfte |frequenzy: 1
NamedEntity-Organisation: Bundesamt für Sicherheit in der Informationstechnik |frequenzy: 1
NamedEntity-Organisation: Volvo |frequenzy: 1
NamedEntity-Organisation: Bundespolizeipräsidium Potsdam |frequenzy: 1
NamedEntity-Organisation: Hartz IV-Empfängerinnen |frequenzy: 1
NamedEntity-Organisation: Berliner Grünen |frequenzy: 1
NamedEntity-Organisation: UN-Leitprinzipien |frequenzy: 1
NamedEntity-Organisation: Nein! |frequenzy: 1
NamedEntity-Organisation: Agentur für Arbeit und sagen |frequenzy: 1
NamedEntity-Organisation: Deutsche Hochschulverband |frequenzy: 1
NamedEntity-Organisation: Hetze |frequenzy: 1
NamedEntity-Organisation: europäischen Agrargelder |frequenzy: 1
NamedEntity-Organisation: DDR-Presse |frequenzy: 1
NamedEntity-Organisation: Arzt-Patienten-Kontakte |frequenzy: 1
NamedEntity-Organisation: EU-Regulierungen |frequenzy: 1
NamedEntity-Organisation: New Deal à la Brüssel |frequenzy: 1
NamedEntity-Organisation: Pariser Börse |frequenzy: 1
NamedEntity-Organisation: Arbeitslosengeld Plus |frequenzy: 1
NamedEntity-Organisation: ZOE |frequenzy: 1
NamedEntity-Organisation: Equilibrium Climate Sensitivity |frequenzy: 1
NamedEntity-Organisation: Union im Machtpoker |frequenzy: 1
NamedEntity-Organisation: MDKs |frequenzy: 1
NamedEntity-Organisation: Wirtschaftshilfe in Deutschland |frequenzy: 1
NamedEntity-Organisation: Fallhöhe |frequenzy: 1
NamedEntity-Organisation: RWI |frequenzy: 1
NamedEntity-Organisation: Karlspreis |frequenzy: 1
NamedEntity-Organisation: Naturschutzbund NABU |frequenzy: 1
NamedEntity-Organisation: EU-Freihandelsabkommen |frequenzy: 1
NamedEntity-Organisation: Bundesligaspiel |frequenzy: 1
NamedEntity-Organisation: Vertrag? |frequenzy: 1
NamedEntity-Organisation: Fridays for Future  |frequenzy: 1
NamedEntity-Organisation: Amprion |frequenzy: 1
NamedEntity-Organisation: Purple Heart |frequenzy: 1
NamedEntity-Organisation: Flüchtlingssituation |frequenzy: 1
NamedEntity-Organisation: OER-Richtlinie |frequenzy: 1
NamedEntity-Organisation: Menschenrechtscharta |frequenzy: 1
NamedEntity-Organisation: Internationale Organisation für Migration  |frequenzy: 1
NamedEntity-Organisation: Kindergeldes! |frequenzy: 1
NamedEntity-Organisation: Hinderungsgrund |frequenzy: 1
NamedEntity-Organisation: Zollpräferenzen! |frequenzy: 1
NamedEntity-Organisation: Universitätsklinikum Leipzig |frequenzy: 1
NamedEntity-Organisation: Europäischen Parlamentes  |frequenzy: 1
NamedEntity-Organisation: Zeit des Redens |frequenzy: 1
NamedEntity-Organisation: Uns Freien Demokraten |frequenzy: 1
NamedEntity-Organisation: Commerzbank bzw  |frequenzy: 1
NamedEntity-Organisation: Stiftungsrates |frequenzy: 1
NamedEntity-Organisation: CSU-Ministerpräsidenten |frequenzy: 1
NamedEntity-Organisation: bienvenido! |frequenzy: 1
NamedEntity-Organisation: NATO-Mission KFOR |frequenzy: 1
NamedEntity-Organisation: 7Das |frequenzy: 1
NamedEntity-Organisation: UN-Sozialpakt |frequenzy: 1
NamedEntity-Organisation: Aufwands |frequenzy: 1
NamedEntity-Organisation: Profipflegerinnen |frequenzy: 1
NamedEntity-Organisation: National Trust |frequenzy: 1
NamedEntity-Organisation: Wirtschafts- und Friedensunion |frequenzy: 1
NamedEntity-Organisation: Junckers EU |frequenzy: 1
NamedEntity-Organisation: Europäischen Gerichtshofs  |frequenzy: 1
NamedEntity-Organisation: Protokollerklärung Deutschlands |frequenzy: 1
NamedEntity-Organisation: IS-Terroristin |frequenzy: 1
NamedEntity-Organisation: Magneten |frequenzy: 1
NamedEntity-Organisation: AfDlern! |frequenzy: 1
NamedEntity-Organisation: Mittelstands-Union Bayern |frequenzy: 1
NamedEntity-Organisation: Widerrufsfrist |frequenzy: 1
NamedEntity-Organisation: Jahreskarte |frequenzy: 1
NamedEntity-Organisation: Interdisziplinäre Arbeitsgruppe |frequenzy: 1
NamedEntity-Organisation: fundamental falschem Regierungshandeln |frequenzy: 1
NamedEntity-Organisation: Bereitschaftspolizeien |frequenzy: 1
NamedEntity-Organisation: Kollege Henke |frequenzy: 1
NamedEntity-Organisation: Programm der Grünen |frequenzy: 1
NamedEntity-Organisation: FDP-Landesregierung |frequenzy: 1
NamedEntity-Organisation: Weltorganisation für Meteorologie gehen |frequenzy: 1
NamedEntity-Organisation: Große Transformation |frequenzy: 1
NamedEntity-Organisation: kommunistischen Gewaltherrschaft |frequenzy: 1
NamedEntity-Organisation: Moslems |frequenzy: 1
NamedEntity-Organisation: Traumatherapiegruppe |frequenzy: 1
NamedEntity-Organisation: Melkkuh |frequenzy: 1
NamedEntity-Organisation: Traditionelles Handwerk |frequenzy: 1
NamedEntity-Organisation: Zech |frequenzy: 1
NamedEntity-Organisation: amerikanischen Regierung |frequenzy: 1
NamedEntity-Organisation: OB Jung |frequenzy: 1
NamedEntity-Organisation: Uni Princeton |frequenzy: 1
NamedEntity-Organisation: DLG |frequenzy: 1
NamedEntity-Organisation: Jugendverbände |frequenzy: 1
NamedEntity-Organisation: Zentrum für Mobilitätsforschung in |frequenzy: 1
NamedEntity-Organisation: Dawa FFM |frequenzy: 1
NamedEntity-Organisation: KI-Standort |frequenzy: 1
NamedEntity-Organisation: BIM Deutschland |frequenzy: 1
NamedEntity-Organisation: Östliche Partnerschaft |frequenzy: 1
NamedEntity-Organisation: Behördenleitern |frequenzy: 1
NamedEntity-Organisation: Fehmarnbelt-Querung |frequenzy: 1
NamedEntity-Organisation: Haushalterische |frequenzy: 1
NamedEntity-Organisation: IG  |frequenzy: 1
NamedEntity-Organisation: JGG |frequenzy: 1
NamedEntity-Organisation: EU-Unterhändler |frequenzy: 1
NamedEntity-Organisation: Pflegepersonal |frequenzy: 1
NamedEntity-Organisation: Nationalen Wasserstoffstrategie |frequenzy: 1
NamedEntity-Organisation: Aufenthalt |frequenzy: 1
NamedEntity-Organisation: Eurasischen Wirtschaftsgemeinschaft |frequenzy: 1
NamedEntity-Organisation: deutschen Atommüllendlagerpartei |frequenzy: 1
NamedEntity-Organisation: europäischen Staatschefs |frequenzy: 1
NamedEntity-Organisation: Langzeitexposition |frequenzy: 1
NamedEntity-Organisation: deutsche Bundesbank |frequenzy: 1
NamedEntity-Organisation: Reformruine Deutschland! |frequenzy: 1
NamedEntity-Organisation: elementar |frequenzy: 1
NamedEntity-Organisation: Nike |frequenzy: 1
NamedEntity-Organisation: NS-Lebensraumideologie |frequenzy: 1
NamedEntity-Organisation: Minister Schäuble |frequenzy: 1
NamedEntity-Organisation: Umsatzsteuer! |frequenzy: 1
NamedEntity-Organisation: Nationalen Kontrollrat |frequenzy: 1
NamedEntity-Organisation: Tarifvertrag Soziales |frequenzy: 1
NamedEntity-Organisation: EU-Thema |frequenzy: 1
NamedEntity-Organisation: Zentrum Automobildroht |frequenzy: 1
NamedEntity-Organisation: Internationalen Gesellschaft für Menschenrechte |frequenzy: 1
NamedEntity-Organisation: EMRK |frequenzy: 1
NamedEntity-Organisation: Ministerium! |frequenzy: 1
NamedEntity-Organisation: Grenzwerten sprechen;aber |frequenzy: 1
NamedEntity-Organisation: Gesellschaft und an Deutschland |frequenzy: 1
NamedEntity-Organisation: Menschenrechtsausschusses des Deutschen Bundestages |frequenzy: 1
NamedEntity-Organisation: Unschön! |frequenzy: 1
NamedEntity-Organisation: EU Strafzölle |frequenzy: 1
NamedEntity-Organisation: Deutsche Börse |frequenzy: 1
NamedEntity-Organisation: globalistische Linke |frequenzy: 1
NamedEntity-Organisation: Metallen Blei |frequenzy: 1
NamedEntity-Organisation: Mut! |frequenzy: 1
NamedEntity-Organisation: NGO-Euphorie |frequenzy: 1
NamedEntity-Organisation: Sozialdemokratie! |frequenzy: 1
NamedEntity-Organisation: Jerusalem Post |frequenzy: 1
NamedEntity-Organisation: Corona! |frequenzy: 1
NamedEntity-Organisation: GroKo ändern |frequenzy: 1
NamedEntity-Organisation: Ex-Justizminister |frequenzy: 1
NamedEntity-Organisation: Deutsche Gesellschaft für Auswärtige Politik |frequenzy: 1
NamedEntity-Organisation: Deutschen Russland |frequenzy: 1
NamedEntity-Organisation: CE-Kennzeichnung |frequenzy: 1
NamedEntity-Organisation: GPS-Technik |frequenzy: 1
NamedEntity-Organisation: KarlAnja |frequenzy: 1
NamedEntity-Organisation: Cavusoglu |frequenzy: 1
NamedEntity-Organisation: Integriertes Verwaltungs- und Kontrollsystem-Gesetz |frequenzy: 1
NamedEntity-Organisation: Union: |frequenzy: 1
NamedEntity-Organisation: Respektlosigkeit – |frequenzy: 1
NamedEntity-Organisation: Metallen Chrom |frequenzy: 1
NamedEntity-Organisation: NS-Raubkunst |frequenzy: 1
NamedEntity-Organisation: EU-Klimapräsidentschaft |frequenzy: 1
NamedEntity-Organisation: wir Grünen  |frequenzy: 1
NamedEntity-Organisation: Wahlkabine |frequenzy: 1
NamedEntity-Organisation: EU-Mitgliedslandes |frequenzy: 1
NamedEntity-Organisation: Universität Oxford |frequenzy: 1
NamedEntity-Organisation: EU-Handels- |frequenzy: 1
NamedEntity-Organisation: NATO-Partner Frankreich |frequenzy: 1
NamedEntity-Organisation: UNIFIL-Truppen |frequenzy: 1
NamedEntity-Organisation: Selbstdisziplin |frequenzy: 1
NamedEntity-Organisation: Barbarei |frequenzy: 1
NamedEntity-Organisation: Abzugsteuern |frequenzy: 1
NamedEntity-Organisation: Partei für Kinder und Familien |frequenzy: 1
NamedEntity-Organisation: Kollege Güntzler |frequenzy: 1
NamedEntity-Organisation: HBV bzw  Hepatitis |frequenzy: 1
NamedEntity-Organisation: OEG |frequenzy: 1
NamedEntity-Organisation: EU-Referat |frequenzy: 1
NamedEntity-Organisation: Mehr Mut |frequenzy: 1
NamedEntity-Organisation: Wieso |frequenzy: 1
NamedEntity-Organisation: KfW Capital Beteiligungskapital |frequenzy: 1
NamedEntity-Organisation: Hilfspaketes |frequenzy: 1
NamedEntity-Organisation: Kollegin Ihnen |frequenzy: 1
NamedEntity-Organisation: deutschen Meinungs- und Politmacher |frequenzy: 1
NamedEntity-Organisation: gesamtdeutsche Partei |frequenzy: 1
NamedEntity-Organisation: Parlamentarischen Gesellschaft den Grauburgunder von |frequenzy: 1
NamedEntity-Organisation: Tasche! |frequenzy: 1
NamedEntity-Organisation: Stiftung Begabtenförderung berufliche Bildung für die Förderprogramme „Aufbaustipendium |frequenzy: 1
NamedEntity-Organisation: United Nations Mission in South Sudan |frequenzy: 1
NamedEntity-Organisation: GWB! |frequenzy: 1
NamedEntity-Organisation: EZB-Tätigkeiten |frequenzy: 1
NamedEntity-Organisation: KatjaKippingDIE LINKEKatja Kipping |frequenzy: 1
NamedEntity-Organisation: Jahr Stück für Stück |frequenzy: 1
NamedEntity-Organisation: Deutschen Transfergemeinschaft |frequenzy: 1
NamedEntity-Organisation: Ganztags |frequenzy: 1
NamedEntity-Organisation: Auftrags |frequenzy: 1
NamedEntity-Organisation: Bürgers |frequenzy: 1
NamedEntity-Organisation: Egal-Strom |frequenzy: 1
NamedEntity-Organisation: bekleidet „Mut |frequenzy: 1
NamedEntity-Organisation: FDP Aus |frequenzy: 1
NamedEntity-Organisation: UN-Flüchtlingsorganisation UNHCR |frequenzy: 1
NamedEntity-Organisation: VN-Systems |frequenzy: 1
NamedEntity-Organisation: Sperrzäunen |frequenzy: 1
NamedEntity-Organisation: DAX-Unternehmens |frequenzy: 1
NamedEntity-Organisation: Gates Foundation |frequenzy: 1
NamedEntity-Organisation: Sozialtarife |frequenzy: 1
NamedEntity-Organisation: uns legal |frequenzy: 1
NamedEntity-Organisation: pluralen Gesellschaft |frequenzy: 1
NamedEntity-Organisation: Berlin-Brandenburgischen Akademie der Wissenschaften |frequenzy: 1
NamedEntity-Organisation: Maastricht-Kriterium der Gesamtverschuldung |frequenzy: 1
NamedEntity-Organisation: Prüfungsteams |frequenzy: 1
NamedEntity-Organisation: JuLis |frequenzy: 1
NamedEntity-Organisation: Smart City Charta  |frequenzy: 1
NamedEntity-Organisation: Vizekanzlers |frequenzy: 1
NamedEntity-Organisation: WestigKatharina WillkommDIE |frequenzy: 1
NamedEntity-Organisation: Polygamie! |frequenzy: 1
NamedEntity-Organisation: Antiterrorkampfes |frequenzy: 1
NamedEntity-Organisation: Lobbyregisters |frequenzy: 1
NamedEntity-Organisation: Betriebsratswahlen |frequenzy: 1
NamedEntity-Organisation: Thüringer SPD |frequenzy: 1
NamedEntity-Organisation: GAP-Erklärung |frequenzy: 1
NamedEntity-Organisation: Bund für die Länder |frequenzy: 1
NamedEntity-Organisation: Deutsche Ärzteblatt |frequenzy: 1
NamedEntity-Organisation: UN-Mitarbeiter |frequenzy: 1
NamedEntity-Organisation: linke Partei |frequenzy: 1
NamedEntity-Organisation: Deutsch-Arabischen Gesellschaft |frequenzy: 1
NamedEntity-Organisation: Versprechens |frequenzy: 1
NamedEntity-Organisation: Nationalen Agentur für wissenschaftliches Talent |frequenzy: 1
NamedEntity-Organisation: EU! |frequenzy: 1
NamedEntity-Organisation: DDR Und |frequenzy: 1
NamedEntity-Organisation: Bodyguards |frequenzy: 1
NamedEntity-Organisation: Euro-Austritts |frequenzy: 1
NamedEntity-Organisation: Lambsdorff-FDP |frequenzy: 1
NamedEntity-Organisation: Spalterin Deutschlands |frequenzy: 1
NamedEntity-Organisation: BMW AG |frequenzy: 1
NamedEntity-Organisation: AfD Ihrem Gesetzentwurf |frequenzy: 1
NamedEntity-Organisation: Lockdown-Schäden |frequenzy: 1
NamedEntity-Organisation: EU-Pleitestaaten |frequenzy: 1
NamedEntity-Organisation: Zentralrats der Juden beizutragen |frequenzy: 1
NamedEntity-Organisation: E-Fuels fürs Auto |frequenzy: 1
NamedEntity-Organisation: CPA-Prüfstandard |frequenzy: 1
NamedEntity-Organisation: Anti-AfD-Einheitsblock |frequenzy: 1
NamedEntity-Organisation: Kollege Henrichmann |frequenzy: 1
NamedEntity-Organisation: EU-Technokraten |frequenzy: 1
NamedEntity-Organisation: En Marche |frequenzy: 1
NamedEntity-Organisation: HeidtKatrin |frequenzy: 1
NamedEntity-Organisation: PEPP |frequenzy: 1
NamedEntity-Organisation: PIN |frequenzy: 1
NamedEntity-Organisation: deutschen Schutztruppe |frequenzy: 1
NamedEntity-Organisation: ManfredGrundCDU |frequenzy: 1
NamedEntity-Organisation: Ostsee,(Stephan Brandner |frequenzy: 1
NamedEntity-Organisation: Investierens |frequenzy: 1
NamedEntity-Organisation: No-Deal |frequenzy: 1
NamedEntity-Organisation: WG-Zimmer |frequenzy: 1
NamedEntity-Organisation: Deutschen Reiseverbandes |frequenzy: 1
NamedEntity-Organisation: Haushaltsprinzipien |frequenzy: 1
NamedEntity-Organisation: Dr NorbertRöttgenCDU |frequenzy: 1
NamedEntity-Organisation: Videotext |frequenzy: 1
NamedEntity-Organisation: Frankfurter Allgemeinen Sonntagszeitung“  |frequenzy: 1
NamedEntity-Organisation: Kommando Spezialkräfte |frequenzy: 1
NamedEntity-Organisation: Venture Capital |frequenzy: 1
NamedEntity-Organisation: Stahl- und Zementbranche |frequenzy: 1
NamedEntity-Organisation: Bundesanstalt für Immobilienaufgaben |frequenzy: 1
NamedEntity-Organisation: Mission Atalanta |frequenzy: 1
NamedEntity-Organisation: UN-Versammlung |frequenzy: 1
NamedEntity-Organisation: Zentrum der deutschen Iran-Politik |frequenzy: 1
NamedEntity-Organisation: Die Linke bzw  Bündnis 90/ |frequenzy: 1
NamedEntity-Organisation: Kieler Institut für Wirtschaftsforschung |frequenzy: 1
NamedEntity-Organisation: BÖLN-Projekts |frequenzy: 1
NamedEntity-Organisation: Vielehen in Deutschland |frequenzy: 1
NamedEntity-Organisation: Fernstraßen und Eisenbahn |frequenzy: 1
NamedEntity-Organisation: Lehmann-Müller |frequenzy: 1
NamedEntity-Organisation: Hopkins-Daten |frequenzy: 1
NamedEntity-Organisation: beglücken – Gucken |frequenzy: 1
NamedEntity-Organisation: argumentieren – |frequenzy: 1
NamedEntity-Organisation: Gemeinsamen Konferenz Kirche |frequenzy: 1
NamedEntity-Organisation: Entwicklungshaushalts |frequenzy: 1
NamedEntity-Organisation: Mullah-Regimes! |frequenzy: 1
NamedEntity-Organisation: RKI-Test |frequenzy: 1
NamedEntity-Organisation: EU-Haushaltsbudgets |frequenzy: 1
NamedEntity-Organisation: Parlaments Volksentscheide |frequenzy: 1
NamedEntity-Organisation: Riss |frequenzy: 1
NamedEntity-Organisation: Die Grünen zu Wort |frequenzy: 1
NamedEntity-Organisation: S&K |frequenzy: 1
NamedEntity-Organisation: europäische Schulden- und Haftungsunion |frequenzy: 1
NamedEntity-Organisation: BWL |frequenzy: 1
NamedEntity-Organisation: EU-Beihilferechts |frequenzy: 1
NamedEntity-Organisation: Jerusalem Post“ – ich übersetze |frequenzy: 1
NamedEntity-Organisation: ESM-Änderungen |frequenzy: 1
NamedEntity-Organisation: Werte FDP |frequenzy: 1
NamedEntity-Organisation: Asyl- |frequenzy: 1
NamedEntity-Organisation: EU-Sicherungsmechanismen |frequenzy: 1
NamedEntity-Organisation: Integrität Syriens |frequenzy: 1
NamedEntity-Organisation: Skandal! |frequenzy: 1
NamedEntity-Organisation: Kranken- und Sterbebett |frequenzy: 1
NamedEntity-Organisation: Mercedes-Benz |frequenzy: 1
NamedEntity-Organisation: EU-Gegnern |frequenzy: 1
NamedEntity-Organisation: Feuerwehrleuten |frequenzy: 1
NamedEntity-Organisation: Forums Recht  |frequenzy: 1
NamedEntity-Organisation: Mitnichten! |frequenzy: 1
NamedEntity-Organisation: Einzeltätern |frequenzy: 1
NamedEntity-Organisation: Neue Deutschland |frequenzy: 1
NamedEntity-Organisation: Bodenqualität |frequenzy: 1
NamedEntity-Organisation: Deutsche Zentrum für integrative Biodiversitätsforschung |frequenzy: 1
NamedEntity-Organisation: Sana Kliniken |frequenzy: 1
NamedEntity-Organisation: Satire!  |frequenzy: 1
NamedEntity-Organisation: ägyptischen Nationalmannschaft |frequenzy: 1
NamedEntity-Organisation: EU-Programm für Bildung, Jugend und Sport |frequenzy: 1
NamedEntity-Organisation: ja Deutschland |frequenzy: 1
NamedEntity-Organisation: britischen Konservativen |frequenzy: 1
NamedEntity-Organisation: Geburten |frequenzy: 1
NamedEntity-Organisation: Deutschen Kinderhilfe |frequenzy: 1
NamedEntity-Organisation: EDIS |frequenzy: 1
NamedEntity-Organisation: Gesellschaft des Grundgesetzes |frequenzy: 1
NamedEntity-Organisation: Mehr Konzerntransparenz |frequenzy: 1
NamedEntity-Organisation: ­„Europe United |frequenzy: 1
NamedEntity-Organisation: VfL Wolfsburg |frequenzy: 1
NamedEntity-Organisation: Krankheitund Behinderung |frequenzy: 1
NamedEntity-Organisation: SPD-geführten Gewerkschaften |frequenzy: 1
NamedEntity-Organisation: Universität von Wellington |frequenzy: 1
NamedEntity-Organisation: Betriebssowjet |frequenzy: 1
NamedEntity-Organisation: Umsatzsteuerpflicht für Kommunen |frequenzy: 1
NamedEntity-Organisation: Schutzkleidungs- und Maskendesaster |frequenzy: 1
NamedEntity-Organisation: Maul“ Die |frequenzy: 1
NamedEntity-Organisation: Exzellenzinitiative Berufliche Bildung |frequenzy: 1
NamedEntity-Organisation: soziale – Selbstverständlich |frequenzy: 1
NamedEntity-Organisation: Accenture |frequenzy: 1
NamedEntity-Organisation: Ministeriums für Staatssicherheit |frequenzy: 1
NamedEntity-Organisation: DDR Wir |frequenzy: 1
NamedEntity-Organisation: Ausschusses für Ernährung und Landwirtschaft |frequenzy: 1
NamedEntity-Organisation: USB-Sticks |frequenzy: 1
NamedEntity-Organisation: SIPRI |frequenzy: 1
NamedEntity-Organisation: Mandates |frequenzy: 1
NamedEntity-Organisation: SPD-Stiftung |frequenzy: 1
NamedEntity-Organisation: Arbeitenden |frequenzy: 1
NamedEntity-Organisation: Ministerium für Wirtschaft und Energie |frequenzy: 1
NamedEntity-Organisation: DeutschenBundestag |frequenzy: 1
NamedEntity-Organisation: Wahlprogrammes der Grünen |frequenzy: 1
NamedEntity-Organisation: Kaufprämie E‑Mobil 9 000 |frequenzy: 1
NamedEntity-Organisation: Jüdischen Allgemeinen“  |frequenzy: 1
NamedEntity-Organisation: Kollege Kauder |frequenzy: 1
NamedEntity-Organisation: Rates für Allgemeine Angelegenheiten zur Ständigen |frequenzy: 1
NamedEntity-Organisation: dringender |frequenzy: 1
NamedEntity-Organisation: Wissenschaftlichen Gesellschaft für Kraftfahrzeug- und Motorentechnik |frequenzy: 1
NamedEntity-Organisation: EU-Mitglied Kroatien |frequenzy: 1
NamedEntity-Organisation: FDP-Landesverband Baden-Württemberg |frequenzy: 1
NamedEntity-Organisation: Bund Schnell- und Selbsttests |frequenzy: 1
NamedEntity-Organisation: MVZ tut der ambulanten Versorgung |frequenzy: 1
NamedEntity-Organisation: FDP – Nein |frequenzy: 1
NamedEntity-Organisation: Schlachtfeldern Flanderns |frequenzy: 1
NamedEntity-Organisation: Herrn Polenz! |frequenzy: 1
NamedEntity-Organisation: Corona Verstorbenen |frequenzy: 1
NamedEntity-Organisation: Wunschkoalitionspartner der |frequenzy: 1
NamedEntity-Organisation: deutsche Nazis |frequenzy: 1
NamedEntity-Organisation: EPAs |frequenzy: 1
NamedEntity-Organisation: Thomae |frequenzy: 1
NamedEntity-Organisation: terroristische Organisation |frequenzy: 1
NamedEntity-Organisation: Öffentlich-Rechtlichen |frequenzy: 1
NamedEntity-Organisation: Schülerjobs |frequenzy: 1
NamedEntity-Organisation: Freiheitsentziehungen |frequenzy: 1
NamedEntity-Organisation: Schwefeldioxid |frequenzy: 1
NamedEntity-Organisation: Corona-RAF |frequenzy: 1
NamedEntity-Organisation: Borders |frequenzy: 1
NamedEntity-Organisation: Islamische Gewalt |frequenzy: 1
NamedEntity-Organisation: Agentur zur Förderung von Sprunginnovationen |frequenzy: 1
NamedEntity-Organisation: Ethik-Kommission |frequenzy: 1
NamedEntity-Organisation: Fleischfabrik |frequenzy: 1
NamedEntity-Organisation: Rotary Club |frequenzy: 1
NamedEntity-Organisation: EU-Aspiranten |frequenzy: 1
NamedEntity-Organisation: Internationalen Automobilausstellung |frequenzy: 1
NamedEntity-Organisation: EU-Mission |frequenzy: 1
NamedEntity-Organisation: Sozialdemokratie |frequenzy: 1
NamedEntity-Organisation: NO x |frequenzy: 1
NamedEntity-Organisation: Astana-Group |frequenzy: 1
NamedEntity-Organisation: Sachverständigenanhörung |frequenzy: 1
NamedEntity-Organisation: Studio Friedman |frequenzy: 1
NamedEntity-Organisation: RÜG |frequenzy: 1
NamedEntity-Organisation: FDP Für |frequenzy: 1
NamedEntity-Organisation: Statements |frequenzy: 1
NamedEntity-Organisation: ECCL-Programm |frequenzy: 1
NamedEntity-Organisation: IPCC-Bericht |frequenzy: 1
NamedEntity-Organisation: Feinsten! |frequenzy: 1
NamedEntity-Organisation: Mietpreisbremse für Verbesserungen |frequenzy: 1
NamedEntity-Organisation: Vereins der Direktversicherungsgeschädigten |frequenzy: 1
NamedEntity-Organisation: Reichsbanner Schwarz-Rot-Gold |frequenzy: 1
NamedEntity-Organisation: EU-Grenzübergang |frequenzy: 1
NamedEntity-Organisation: Agrarchemie! |frequenzy: 1
NamedEntity-Organisation: Europe united |frequenzy: 1
NamedEntity-Organisation: EEG-Senkung |frequenzy: 1
NamedEntity-Organisation: KB |frequenzy: 1
NamedEntity-Organisation: rückläufig – Ich |frequenzy: 1
NamedEntity-Organisation: Europäische Bürgerinitiative |frequenzy: 1
NamedEntity-Organisation: EU-Grenze |frequenzy: 1
NamedEntity-Organisation: FDP-Fraktion Nicole Westig |frequenzy: 1
NamedEntity-Organisation: Dr Karl-HeinzBrunnerSPDDr |frequenzy: 1
NamedEntity-Organisation: Friedrich-Loeffler-Institut |frequenzy: 1
NamedEntity-Organisation: NS-Kulturgutraub |frequenzy: 1
NamedEntity-Organisation: Klimavoodo! |frequenzy: 1
NamedEntity-Organisation: Masterplan |frequenzy: 1
NamedEntity-Organisation: Putins Russland |frequenzy: 1
NamedEntity-Organisation: Bundesverband Bildender Künstlerinnen und Künstler |frequenzy: 1
NamedEntity-Organisation: EU-Trilog |frequenzy: 1
NamedEntity-Organisation: GPS-Signal |frequenzy: 1
NamedEntity-Organisation: Missstandes |frequenzy: 1
NamedEntity-Organisation: Hamas Israel |frequenzy: 1
