NamedEntity-Miscellanies: deutschen |frequenzy: 875
NamedEntity-Miscellanies: Maschine-zu-Maschine-Kommunikation |frequenzy: 1
NamedEntity-Miscellanies: MENA-Staaten |frequenzy: 1
NamedEntity-Miscellanies: Tihange 2 |frequenzy: 1
NamedEntity-Miscellanies: Meinungsaustausches |frequenzy: 1
NamedEntity-Miscellanies: Was lesen wir jetzt also im Koalitionsvertrag |frequenzy: 1
NamedEntity-Miscellanies: Zuschlagskriterien |frequenzy: 1
NamedEntity-Miscellanies: Angriff von Staaten |frequenzy: 1
NamedEntity-Miscellanies: Digitalpakts |frequenzy: 1
NamedEntity-Miscellanies: Lebensschutzes |frequenzy: 1
NamedEntity-Miscellanies: Homeschooling |frequenzy: 1
NamedEntity-Miscellanies: SPD-Entwurf |frequenzy: 1
NamedEntity-Miscellanies: hadern |frequenzy: 1
NamedEntity-Miscellanies: Nationalstaats |frequenzy: 1
NamedEntity-Miscellanies: Elster |frequenzy: 1
NamedEntity-Miscellanies: vier Jahre dürften |frequenzy: 1
NamedEntity-Miscellanies: Bebauungsplanes |frequenzy: 1
NamedEntity-Miscellanies: Norddeutschen Bund |frequenzy: 1
NamedEntity-Miscellanies: Straßenbahnen |frequenzy: 1
NamedEntity-Miscellanies: Tag von den Grünen |frequenzy: 1
NamedEntity-Miscellanies: Westfälischen |frequenzy: 1
NamedEntity-Miscellanies: kälteren Jahre |frequenzy: 1
NamedEntity-Miscellanies: CO 2 -Abgaben |frequenzy: 1
NamedEntity-Miscellanies: AfDerkennt |frequenzy: 1
NamedEntity-Miscellanies: Space Safety |frequenzy: 1
NamedEntity-Miscellanies: Fiber-to-the-Desk |frequenzy: 1
NamedEntity-Miscellanies: Vorschlages |frequenzy: 1
NamedEntity-Miscellanies: Gastrecht missbrauchenund den Staat |frequenzy: 1
NamedEntity-Miscellanies: Ertrunkenen |frequenzy: 1
NamedEntity-Miscellanies: German Academic International Network |frequenzy: 1
NamedEntity-Miscellanies: Etat  |frequenzy: 1
NamedEntity-Miscellanies: multikulti-bunten |frequenzy: 1
NamedEntity-Miscellanies: slawische |frequenzy: 1
NamedEntity-Miscellanies: Dolchstoßlegende |frequenzy: 1
NamedEntity-Miscellanies: Der Kampf um den Euro |frequenzy: 1
NamedEntity-Miscellanies: irische Frieden |frequenzy: 1
NamedEntity-Miscellanies: Unionsbürger |frequenzy: 1
NamedEntity-Miscellanies: DUH |frequenzy: 1
NamedEntity-Miscellanies: Abwesenheit 15 Jahre lang |frequenzy: 1
NamedEntity-Miscellanies: Kompromisse |frequenzy: 1
NamedEntity-Miscellanies: Ihres Hass-und-Hetze-Gesetzes |frequenzy: 1
NamedEntity-Miscellanies: SPD-geführtes |frequenzy: 1
NamedEntity-Miscellanies: Ihr CO 2 -Preis |frequenzy: 1
NamedEntity-Miscellanies: BFH-Rechtsprechung |frequenzy: 1
NamedEntity-Miscellanies: Anschlag von Anis Amri |frequenzy: 1
NamedEntity-Miscellanies: Geld?“Wir |frequenzy: 1
NamedEntity-Miscellanies: Oxford-Studie |frequenzy: 1
NamedEntity-Miscellanies: Rheinischen Revier |frequenzy: 1
NamedEntity-Miscellanies: Omtzigt-Bericht |frequenzy: 1
NamedEntity-Miscellanies: Bahn-Vorstand  |frequenzy: 1
NamedEntity-Miscellanies: ScheerMarianne |frequenzy: 1
NamedEntity-Miscellanies: Zweijahresabstand |frequenzy: 1
NamedEntity-Miscellanies: Baugesetzbuchnovelle |frequenzy: 1
NamedEntity-Miscellanies: Roth  |frequenzy: 1
NamedEntity-Miscellanies: Deutschen vergleichsweise |frequenzy: 1
NamedEntity-Miscellanies: Schadensersatzanspruch |frequenzy: 1
NamedEntity-Miscellanies: Die Euro-Katastrophe“:Das Sozialeuropa der Gleichheitsfanatiker |frequenzy: 1
NamedEntity-Miscellanies: Führungsspitze |frequenzy: 1
NamedEntity-Miscellanies: Feuerleitradar |frequenzy: 1
NamedEntity-Miscellanies: Ein amerikanischer Produzent |frequenzy: 1
NamedEntity-Miscellanies: Liebe Extinction Rebellion Berlin |frequenzy: 1
NamedEntity-Miscellanies: ob“-Regelung |frequenzy: 1
NamedEntity-Miscellanies: Kollegin Beer |frequenzy: 1
NamedEntity-Miscellanies: UN-Binding-Treaty |frequenzy: 1
NamedEntity-Miscellanies: Seefischereigesetzes im Jahr 2016 |frequenzy: 1
NamedEntity-Miscellanies: Tempo 30 |frequenzy: 1
NamedEntity-Miscellanies: Nie wieder Krieg |frequenzy: 1
NamedEntity-Miscellanies: Steuerklasse V |frequenzy: 1
NamedEntity-Miscellanies: G 10-Kommision |frequenzy: 1
NamedEntity-Miscellanies: NATO-Staat |frequenzy: 1
NamedEntity-Miscellanies: 1-Megabit-Chip |frequenzy: 1
NamedEntity-Miscellanies: 1  Ausschusses |frequenzy: 1
NamedEntity-Miscellanies: Digital Native  |frequenzy: 1
NamedEntity-Miscellanies: EWG  |frequenzy: 1
NamedEntity-Miscellanies: CO2-Preisen |frequenzy: 1
NamedEntity-Miscellanies: Bayerische |frequenzy: 1
NamedEntity-Miscellanies: Ihr Problem |frequenzy: 1
NamedEntity-Miscellanies: Nothilfefonds |frequenzy: 1
NamedEntity-Miscellanies: Der Post |frequenzy: 1
NamedEntity-Miscellanies: NATO Gerade |frequenzy: 1
NamedEntity-Miscellanies: Nehmerländer |frequenzy: 1
NamedEntity-Miscellanies: FFH-Wiesen |frequenzy: 1
NamedEntity-Miscellanies: Zeit der Hoffnung |frequenzy: 1
NamedEntity-Miscellanies: ChristianSchmidtBundesminister |frequenzy: 1
NamedEntity-Miscellanies: Am vergangenen Sonntag |frequenzy: 1
NamedEntity-Miscellanies: DDR-Geschichte |frequenzy: 1
NamedEntity-Miscellanies: Impfzertifikate |frequenzy: 1
NamedEntity-Miscellanies: US-Zoll |frequenzy: 1
NamedEntity-Miscellanies: Etat des Verkehrsministeriums |frequenzy: 1
NamedEntity-Miscellanies: Berufsbildungsgesetzes |frequenzy: 1
NamedEntity-Miscellanies: Baukindergeld pro Jahr |frequenzy: 1
NamedEntity-Miscellanies: Rettung der Innenstädte |frequenzy: 1
NamedEntity-Miscellanies: wärmsten Jahre |frequenzy: 1
NamedEntity-Miscellanies: Corona-Hilfen |frequenzy: 1
NamedEntity-Miscellanies: Agrarlandes |frequenzy: 1
NamedEntity-Miscellanies: Nur Ihre |frequenzy: 1
NamedEntity-Miscellanies: CO2-Konzentration |frequenzy: 1
NamedEntity-Miscellanies: InsO |frequenzy: 1
NamedEntity-Miscellanies: Manuel |frequenzy: 1
NamedEntity-Miscellanies: Titanic |frequenzy: 1
NamedEntity-Miscellanies: Jahr 2008 |frequenzy: 1
NamedEntity-Miscellanies: Obendrein |frequenzy: 1
NamedEntity-Miscellanies: Lehrermangel |frequenzy: 1
NamedEntity-Miscellanies: Me 262 |frequenzy: 1
NamedEntity-Miscellanies: Ausschussmitglieder |frequenzy: 1
NamedEntity-Miscellanies: Rüstungsexportkon­trollgesetz |frequenzy: 1
NamedEntity-Miscellanies: berufspraktischen Teils |frequenzy: 1
NamedEntity-Miscellanies: brasilianische |frequenzy: 1
NamedEntity-Miscellanies: Coronaimpfungen |frequenzy: 1
NamedEntity-Miscellanies: SchulKinoWochen |frequenzy: 1
NamedEntity-Miscellanies: ruhig –  |frequenzy: 1
NamedEntity-Miscellanies: Bauminister Seehofer |frequenzy: 1
NamedEntity-Miscellanies: Kosten-Nutzen-Kalkulationen |frequenzy: 1
NamedEntity-Miscellanies: Afghanistan-Expedition |frequenzy: 1
NamedEntity-Miscellanies: ESUG |frequenzy: 1
NamedEntity-Miscellanies: offenkundiger |frequenzy: 1
NamedEntity-Miscellanies: Millionen von Dieselbesitzern |frequenzy: 1
NamedEntity-Miscellanies: Person Jesu |frequenzy: 1
NamedEntity-Miscellanies: Euro-Geiselhaft |frequenzy: 1
NamedEntity-Miscellanies: Bundeskanzleramt im Jahr 2016 |frequenzy: 1
NamedEntity-Miscellanies: Bundesbürgern |frequenzy: 1
NamedEntity-Miscellanies: CleverShuttle |frequenzy: 1
NamedEntity-Miscellanies: XXL-Erben |frequenzy: 1
NamedEntity-Miscellanies: 100 Tage |frequenzy: 1
NamedEntity-Miscellanies: DITIB-Funktionär |frequenzy: 1
NamedEntity-Miscellanies: Jahr 2020 |frequenzy: 1
NamedEntity-Miscellanies: Rahmens |frequenzy: 1
NamedEntity-Miscellanies: Wohnraumoffensive  |frequenzy: 1
NamedEntity-Miscellanies: Kriegen |frequenzy: 1
NamedEntity-Miscellanies: Einstieg des Bundes |frequenzy: 1
NamedEntity-Miscellanies: Stephanuskreis–  |frequenzy: 1
NamedEntity-Miscellanies: RiStBV |frequenzy: 1
NamedEntity-Miscellanies: Die ungelöste Migrationskrise |frequenzy: 1
NamedEntity-Miscellanies: Forschungsetat von Google |frequenzy: 1
NamedEntity-Miscellanies: Die Wahrheit |frequenzy: 1
NamedEntity-Miscellanies: Schwanenstraße 30 |frequenzy: 1
NamedEntity-Miscellanies: Ihres Haushalts |frequenzy: 1
NamedEntity-Miscellanies: Wehrhafte-Demokratie-Fördergesetz |frequenzy: 1
NamedEntity-Miscellanies: Zoobesuchs für die Kinder |frequenzy: 1
NamedEntity-Miscellanies: Wir Ostdeutsche |frequenzy: 1
NamedEntity-Miscellanies: Muslime in Londonistan |frequenzy: 1
NamedEntity-Miscellanies: Verlasse |frequenzy: 1
NamedEntity-Miscellanies: Verpflichtungsgebern |frequenzy: 1
NamedEntity-Miscellanies: linksterroristischer |frequenzy: 1
NamedEntity-Miscellanies: Batteriezellproduktion |frequenzy: 1
NamedEntity-Miscellanies: aufhören – Ja |frequenzy: 1
NamedEntity-Miscellanies: M60 |frequenzy: 1
NamedEntity-Miscellanies: Sie Erwartungen |frequenzy: 1
NamedEntity-Miscellanies: AfD-Fraktionsvorsitzende |frequenzy: 1
NamedEntity-Miscellanies: Ihr Schweigen dazu spricht Bände, Herr Spahn! |frequenzy: 1
NamedEntity-Miscellanies: Wahlrecht  |frequenzy: 1
NamedEntity-Miscellanies: Depp |frequenzy: 1
NamedEntity-Miscellanies: Bundes-IT |frequenzy: 1
NamedEntity-Miscellanies: Jahrestages |frequenzy: 1
NamedEntity-Miscellanies: Hartz-IV-Betroffene |frequenzy: 1
NamedEntity-Miscellanies: fünf Jahre |frequenzy: 1
NamedEntity-Miscellanies: Der von der Großen Koalition |frequenzy: 1
NamedEntity-Miscellanies: Bund in Sachen Forschung |frequenzy: 1
NamedEntity-Miscellanies: Heimkehrern |frequenzy: 1
NamedEntity-Miscellanies: Für uns Ältere |frequenzy: 1
NamedEntity-Miscellanies: 2019 Aber |frequenzy: 1
NamedEntity-Miscellanies: WHO-Generaldirektor |frequenzy: 1
NamedEntity-Miscellanies: Zweiten Bericht |frequenzy: 1
NamedEntity-Miscellanies: Das meine ich mit dem Begriff „Sonderwirtschaftsgebiet |frequenzy: 1
NamedEntity-Miscellanies: ErgebnisAbgegebene |frequenzy: 1
NamedEntity-Miscellanies: brutalen Kriegs |frequenzy: 1
NamedEntity-Miscellanies: Um Amtsdeutsch |frequenzy: 1
NamedEntity-Miscellanies: wirtschaftssouverän |frequenzy: 1
NamedEntity-Miscellanies: Jahr 120 Bauingenieure |frequenzy: 1
NamedEntity-Miscellanies: Lebenssituation |frequenzy: 1
NamedEntity-Miscellanies: Europa 43  |frequenzy: 1
NamedEntity-Miscellanies: European Green Deals |frequenzy: 1
NamedEntity-Miscellanies: Herdprämie |frequenzy: 1
NamedEntity-Miscellanies: Referentenentwurf vom vergangenen Jahr |frequenzy: 1
NamedEntity-Miscellanies: Bild“-Zeitung – |frequenzy: 1
NamedEntity-Miscellanies: Hartz-IV-Bezug |frequenzy: 1
NamedEntity-Miscellanies: Compliance |frequenzy: 1
NamedEntity-Miscellanies: Frieden auf Zeit |frequenzy: 1
NamedEntity-Miscellanies: Meine Ausführungen |frequenzy: 1
NamedEntity-Miscellanies: PUA |frequenzy: 1
NamedEntity-Miscellanies: Die nächsten beiden Reden |frequenzy: 1
NamedEntity-Miscellanies: Verbraucher­aufklärungen |frequenzy: 1
NamedEntity-Miscellanies: Die Begründung |frequenzy: 1
NamedEntity-Miscellanies: Einweg-/Mehrwegdiskussion |frequenzy: 1
NamedEntity-Miscellanies: Digital Innovation Hub for the Climate |frequenzy: 1
NamedEntity-Miscellanies: Das sind im Grunde |frequenzy: 1
NamedEntity-Miscellanies: Arbeitslosengeld-II-Empfänger |frequenzy: 1
NamedEntity-Miscellanies: Plenum gedankt – Fast |frequenzy: 1
NamedEntity-Miscellanies: Haushaltsgrundsätzegesetz |frequenzy: 1
NamedEntity-Miscellanies: Wir Industrieländer haben der Welt |frequenzy: 1
NamedEntity-Miscellanies: Gewerbesteuermessbetrages |frequenzy: 1
NamedEntity-Miscellanies: Oxi |frequenzy: 1
NamedEntity-Miscellanies: Jahr 2004 |frequenzy: 1
NamedEntity-Miscellanies: Anwendungsbereich des Landfriedensbruchs |frequenzy: 1
NamedEntity-Miscellanies: CSUMax |frequenzy: 1
NamedEntity-Miscellanies: Vorjahreswert |frequenzy: 1
NamedEntity-Miscellanies: Gebern |frequenzy: 1
NamedEntity-Miscellanies: koptischen |frequenzy: 1
NamedEntity-Miscellanies: Investitionsprüfungen |frequenzy: 1
NamedEntity-Miscellanies: Heil“-Rufe |frequenzy: 1
NamedEntity-Miscellanies: Chemistry4Climate |frequenzy: 1
NamedEntity-Miscellanies: Establishments |frequenzy: 1
NamedEntity-Miscellanies: elterlicher |frequenzy: 1
NamedEntity-Miscellanies: vergangenen Jahre |frequenzy: 1
NamedEntity-Miscellanies: Failed States |frequenzy: 1
NamedEntity-Miscellanies: Menasse |frequenzy: 1
NamedEntity-Miscellanies: ZieglerStefan ZierkeDr |frequenzy: 1
NamedEntity-Miscellanies: Luxusvilla |frequenzy: 1
NamedEntity-Miscellanies: Vor 13 Jahren |frequenzy: 1
NamedEntity-Miscellanies: Vernichtungskrieg der Nazis |frequenzy: 1
NamedEntity-Miscellanies: Nadine Schön |frequenzy: 1
NamedEntity-Miscellanies: Ministerzimmer |frequenzy: 1
NamedEntity-Miscellanies: Meine Sommerreise |frequenzy: 1
NamedEntity-Miscellanies: Dr Hermann-JosefTebrokeCDU/CSUDr |frequenzy: 1
NamedEntity-Miscellanies: Pursuit of Happiness |frequenzy: 1
NamedEntity-Miscellanies: Härtefallfonds |frequenzy: 1
NamedEntity-Miscellanies: Ebene Mindestlohn |frequenzy: 1
NamedEntity-Miscellanies: Medical Device Regulation |frequenzy: 1
NamedEntity-Miscellanies: Bayerischen Integrationsgesetz |frequenzy: 1
NamedEntity-Miscellanies: lupenreine |frequenzy: 1
NamedEntity-Miscellanies: TOP 20 |frequenzy: 1
NamedEntity-Miscellanies: 100  Jahrestages |frequenzy: 1
NamedEntity-Miscellanies: Ehrenkreuz der Bundeswehr für Tapferkeit |frequenzy: 1
NamedEntity-Miscellanies: 80  |frequenzy: 1
NamedEntity-Miscellanies: Auspuff |frequenzy: 1
NamedEntity-Miscellanies: drosseln – Doch |frequenzy: 1
NamedEntity-Miscellanies: Haushalte 50 |frequenzy: 1
NamedEntity-Miscellanies: zehn Jahre darüber |frequenzy: 1
NamedEntity-Miscellanies: Organisation!– Endlich |frequenzy: 1
NamedEntity-Miscellanies: ALG I |frequenzy: 1
NamedEntity-Miscellanies: Zurück zur Sache |frequenzy: 1
NamedEntity-Miscellanies: türkischen Invasion |frequenzy: 1
NamedEntity-Miscellanies: hier;es |frequenzy: 1
NamedEntity-Miscellanies: Oktoberrevolution |frequenzy: 1
NamedEntity-Miscellanies: Landeshoheiten |frequenzy: 1
NamedEntity-Miscellanies: griechischen Nation |frequenzy: 1
NamedEntity-Miscellanies: 193 Staaten |frequenzy: 1
NamedEntity-Miscellanies: Ein Krieg |frequenzy: 1
NamedEntity-Miscellanies: Businessplan-Wettbewerb |frequenzy: 1
NamedEntity-Miscellanies: im Jahr 2018 |frequenzy: 1
NamedEntity-Miscellanies: Vertrags über die EU |frequenzy: 1
NamedEntity-Miscellanies: Person – Stichwort |frequenzy: 1
NamedEntity-Miscellanies: Live-TKÜ |frequenzy: 1
NamedEntity-Miscellanies: Angriff auf Syrien |frequenzy: 1
NamedEntity-Miscellanies: CO 2 -Bepreisung |frequenzy: 1
NamedEntity-Miscellanies: Europa Frieden |frequenzy: 1
NamedEntity-Miscellanies: Mein Kollege Kubicki |frequenzy: 1
NamedEntity-Miscellanies: LTE-Netze |frequenzy: 1
NamedEntity-Miscellanies: Kulturgut Buch schütze |frequenzy: 1
NamedEntity-Miscellanies: Capri-Sonne |frequenzy: 1
NamedEntity-Miscellanies: Wohnungsbesichtigungen |frequenzy: 1
NamedEntity-Miscellanies: Das Thema Unternehmerlohn |frequenzy: 1
NamedEntity-Miscellanies: CDU-Messias Merz |frequenzy: 1
NamedEntity-Miscellanies: werden “In |frequenzy: 1
NamedEntity-Miscellanies: Zielland die Sicherheitslage |frequenzy: 1
NamedEntity-Miscellanies: Leyla |frequenzy: 1
NamedEntity-Miscellanies: Risiko von Überschwemmungen und Dürreperioden |frequenzy: 1
NamedEntity-Miscellanies: NSU 2 0 |frequenzy: 1
NamedEntity-Miscellanies: Mission im Jahr 2018 |frequenzy: 1
NamedEntity-Miscellanies: Unabhängigkeitskrieg |frequenzy: 1
NamedEntity-Miscellanies: verhindern“ Die Kindergeldindexierung |frequenzy: 1
NamedEntity-Miscellanies: Libyen-Konflikt |frequenzy: 1
NamedEntity-Miscellanies: Baakianern |frequenzy: 1
NamedEntity-Miscellanies: Blackouts |frequenzy: 1
NamedEntity-Miscellanies: Das Stoßlüften führe |frequenzy: 1
NamedEntity-Miscellanies: COVAX-Initiative |frequenzy: 1
NamedEntity-Miscellanies: Finanzmarktintegritätsstärkungsgesetz  |frequenzy: 1
NamedEntity-Miscellanies: Sturmtief |frequenzy: 1
NamedEntity-Miscellanies: Naziterrors |frequenzy: 1
NamedEntity-Miscellanies: Nowitschok-Gruppe |frequenzy: 1
NamedEntity-Miscellanies: Ministerium von Frau von der Leyen |frequenzy: 1
NamedEntity-Miscellanies: Wer sich |frequenzy: 1
NamedEntity-Miscellanies: CemÖzdemirBÜNDNIS |frequenzy: 1
NamedEntity-Miscellanies: ’s Nächtle! |frequenzy: 1
NamedEntity-Miscellanies: Frieden Europas |frequenzy: 1
NamedEntity-Miscellanies: Das Gelöbnis |frequenzy: 1
NamedEntity-Miscellanies: Ein Sportereignis für kriegsversehrte Soldaten |frequenzy: 1
NamedEntity-Miscellanies: Sea Guardian von Anfang an konsequent |frequenzy: 1
NamedEntity-Miscellanies: Rudi-­Dutschke-Stipendiums |frequenzy: 1
NamedEntity-Miscellanies: Fördererfolg prüft |frequenzy: 1
NamedEntity-Miscellanies: HDI-Index |frequenzy: 1
NamedEntity-Miscellanies: Brutfläche Kot |frequenzy: 1
NamedEntity-Miscellanies: Insolvenzgrunds |frequenzy: 1
NamedEntity-Miscellanies: Der Gedanke |frequenzy: 1
NamedEntity-Miscellanies: Der Einzelplan 16 |frequenzy: 1
NamedEntity-Miscellanies: RED II |frequenzy: 1
NamedEntity-Miscellanies: Logisch |frequenzy: 1
NamedEntity-Miscellanies: Opel Ascona |frequenzy: 1
NamedEntity-Miscellanies: 9  Juli |frequenzy: 1
NamedEntity-Miscellanies: Herr Drosten |frequenzy: 1
NamedEntity-Miscellanies: parteipolitischer |frequenzy: 1
NamedEntity-Miscellanies: Die dunkelste Stunde |frequenzy: 1
NamedEntity-Miscellanies: Tüpfelchen |frequenzy: 1
NamedEntity-Miscellanies: Liste der EU |frequenzy: 1
NamedEntity-Miscellanies: Charta der Grundrechte der Europäischen Union |frequenzy: 1
NamedEntity-Miscellanies: Grundrechtsansprüche |frequenzy: 1
NamedEntity-Miscellanies: Neu |frequenzy: 1
NamedEntity-Miscellanies: Bildungspolitik Bund |frequenzy: 1
NamedEntity-Miscellanies: Steuerzahler permanent Europa |frequenzy: 1
NamedEntity-Miscellanies: an;denn |frequenzy: 1
NamedEntity-Miscellanies: Zuhörerinnen |frequenzy: 1
NamedEntity-Miscellanies: Das größte Problem |frequenzy: 1
NamedEntity-Miscellanies: enthalten –  |frequenzy: 1
NamedEntity-Miscellanies: Alle Kinder |frequenzy: 1
NamedEntity-Miscellanies: Denen |frequenzy: 1
NamedEntity-Miscellanies: Euro im Jahr 2023 |frequenzy: 1
NamedEntity-Miscellanies: Dr  Tedros Adhanom Ghebreyesus |frequenzy: 1
NamedEntity-Miscellanies: Biobranche |frequenzy: 1
NamedEntity-Miscellanies: Radionuklid-Heizelementen |frequenzy: 1
NamedEntity-Miscellanies: Target |frequenzy: 1
NamedEntity-Miscellanies: Karsamstag |frequenzy: 1
NamedEntity-Miscellanies: Mietforderungen |frequenzy: 1
NamedEntity-Miscellanies: Ein Hinweis an Sie, Herr Kollege Junge |frequenzy: 1
NamedEntity-Miscellanies: EU-Operation Irini |frequenzy: 1
NamedEntity-Miscellanies: dritten Geschlechtes |frequenzy: 1
NamedEntity-Miscellanies: Realsteuern |frequenzy: 1
NamedEntity-Miscellanies: Massaker an den Armeniern |frequenzy: 1
NamedEntity-Miscellanies: Euro pro Jahr für neu |frequenzy: 1
NamedEntity-Miscellanies: G-20-Gipfel |frequenzy: 1
NamedEntity-Miscellanies: Zentrale Informationsstelle Autonomer Frauenhäuser |frequenzy: 1
NamedEntity-Miscellanies: Troika |frequenzy: 1
NamedEntity-Miscellanies: Gefängnisse |frequenzy: 1
NamedEntity-Miscellanies: Der Mindestabstand von Windrädern zu |frequenzy: 1
NamedEntity-Miscellanies: Gendern |frequenzy: 1
NamedEntity-Miscellanies: 100 Jahre lehren |frequenzy: 1
NamedEntity-Miscellanies: Leitstelle des Rettungsdienstes |frequenzy: 1
NamedEntity-Miscellanies: Bekenntnis zum Existenzrecht Israels |frequenzy: 1
NamedEntity-Miscellanies: Corona-Lockdowns |frequenzy: 1
NamedEntity-Miscellanies: Afrika“-Kekse |frequenzy: 1
NamedEntity-Miscellanies: Pool-Abschreibung |frequenzy: 1
NamedEntity-Miscellanies: Die Freiheit des Glaubens |frequenzy: 1
NamedEntity-Miscellanies: Gebäudestandard KfW 55 |frequenzy: 1
NamedEntity-Miscellanies: FDP-Fraktion Dr  Thomas Sattelberger |frequenzy: 1
NamedEntity-Miscellanies: CETA-Ratifikation |frequenzy: 1
NamedEntity-Miscellanies: Masernfälle im Jahr 2017 |frequenzy: 1
NamedEntity-Miscellanies: Die Pflegebeiträge |frequenzy: 1
NamedEntity-Miscellanies: Grenzschutz |frequenzy: 1
NamedEntity-Miscellanies: Versöhnungsprozess |frequenzy: 1
NamedEntity-Miscellanies: Mein Deutschland |frequenzy: 1
NamedEntity-Miscellanies: Terrorbekämpfungsgesetzes |frequenzy: 1
NamedEntity-Miscellanies: Pflegefachkraft |frequenzy: 1
NamedEntity-Miscellanies: Der Islam |frequenzy: 1
NamedEntity-Miscellanies: südafrikanischen |frequenzy: 1
NamedEntity-Miscellanies: regeln –  |frequenzy: 1
NamedEntity-Miscellanies: Wendezeit |frequenzy: 1
NamedEntity-Miscellanies: Flüchtlingshilfswerks der Vereinten Nationen |frequenzy: 1
NamedEntity-Miscellanies: CO2-Äquivalente |frequenzy: 1
NamedEntity-Miscellanies: Mindestentgeltpunkten |frequenzy: 1
NamedEntity-Miscellanies: Gesundheitsfonds |frequenzy: 1
NamedEntity-Miscellanies: wir uns |frequenzy: 1
NamedEntity-Miscellanies: knappen Zeit |frequenzy: 1
NamedEntity-Miscellanies: Außenhandelsüberschusses |frequenzy: 1
NamedEntity-Miscellanies: neuerlichen Abschiebestopps |frequenzy: 1
NamedEntity-Miscellanies: Fünf Jahre ist Ursula von der Leyen |frequenzy: 1
NamedEntity-Miscellanies: Wenn ich jetzt wohlwollend wäre |frequenzy: 1
NamedEntity-Miscellanies: Erwägungsgrund 14 |frequenzy: 1
NamedEntity-Miscellanies: SMART-Kriterien |frequenzy: 1
NamedEntity-Miscellanies: förmlichen |frequenzy: 1
NamedEntity-Miscellanies: Gibt es die Gefahr einer Rezession |frequenzy: 1
NamedEntity-Miscellanies: Tagelanger Straßenkrieg |frequenzy: 1
NamedEntity-Miscellanies: zehn Jahre wichtige |frequenzy: 1
NamedEntity-Miscellanies: Maastricht-Verträge |frequenzy: 1
NamedEntity-Miscellanies: Operation Barkhane |frequenzy: 1
NamedEntity-Miscellanies: Der Kinderrechtsausschuss der Vereinten Nationen |frequenzy: 1
NamedEntity-Miscellanies: A 20 |frequenzy: 1
NamedEntity-Miscellanies: Aufstiegs |frequenzy: 1
NamedEntity-Miscellanies: Stiftungsrechts |frequenzy: 1
NamedEntity-Miscellanies: Verfassung von Regelungen |frequenzy: 1
NamedEntity-Miscellanies: CIch |frequenzy: 1
NamedEntity-Miscellanies: Gebäudeenergiegesetzes |frequenzy: 1
NamedEntity-Miscellanies: Tag flexibel |frequenzy: 1
NamedEntity-Miscellanies: 7 Gigawatt |frequenzy: 1
NamedEntity-Miscellanies: Antragspapier |frequenzy: 1
NamedEntity-Miscellanies: Kon­strukten |frequenzy: 1
NamedEntity-Miscellanies: CO 2 -Reduzierung |frequenzy: 1
NamedEntity-Miscellanies: Vitamin-D-Level |frequenzy: 1
NamedEntity-Miscellanies: Spaghetti Carbonara |frequenzy: 1
NamedEntity-Miscellanies: BULE |frequenzy: 1
NamedEntity-Miscellanies: Um-sich-selbst-Kreisen |frequenzy: 1
NamedEntity-Miscellanies: Müller-GemmekeDr |frequenzy: 1
NamedEntity-Miscellanies: durchgewunken |frequenzy: 1
NamedEntity-Miscellanies: DDR-Funktionärin |frequenzy: 1
NamedEntity-Miscellanies: Euro für Zukunftsinvestitionen |frequenzy: 1
NamedEntity-Miscellanies: Tag aufs Neue! |frequenzy: 1
NamedEntity-Miscellanies: Wohnraumverlust |frequenzy: 1
NamedEntity-Miscellanies: Adele |frequenzy: 1
NamedEntity-Miscellanies: Zweiten stelle ich |frequenzy: 1
NamedEntity-Miscellanies: Verfassungspatriot |frequenzy: 1
NamedEntity-Miscellanies: arbeitspolitische |frequenzy: 1
NamedEntity-Miscellanies: Dr  Gerald Gaß |frequenzy: 1
NamedEntity-Miscellanies: Türkenkriegen |frequenzy: 1
NamedEntity-Miscellanies: Beratungsstellen |frequenzy: 1
NamedEntity-Miscellanies: Ihr Landesvorsitzender |frequenzy: 1
NamedEntity-Miscellanies: Contract for Difference |frequenzy: 1
NamedEntity-Miscellanies: Revolutionstage des Jahres |frequenzy: 1
NamedEntity-Miscellanies: UNAMIDs |frequenzy: 1
NamedEntity-Miscellanies: EEG  |frequenzy: 1
NamedEntity-Miscellanies: Merkel-Unsinn |frequenzy: 1
NamedEntity-Miscellanies: Sozialrichter kenne ich |frequenzy: 1
NamedEntity-Miscellanies: Vertrag  |frequenzy: 1
NamedEntity-Miscellanies: LNG-Terminals |frequenzy: 1
NamedEntity-Miscellanies: Widerstandskämpfer |frequenzy: 1
NamedEntity-Miscellanies: Kosovo Schreckliches |frequenzy: 1
NamedEntity-Miscellanies: Entwicklungsgelder |frequenzy: 1
NamedEntity-Miscellanies: Mission am Horn von Afrika  |frequenzy: 1
NamedEntity-Miscellanies: Ihr Haus die Nagelprobe |frequenzy: 1
NamedEntity-Miscellanies: Schulz-Asche |frequenzy: 1
NamedEntity-Miscellanies: ‑soldaten |frequenzy: 1
NamedEntity-Miscellanies: muffigen |frequenzy: 1
NamedEntity-Miscellanies: Nagelprobe |frequenzy: 1
NamedEntity-Miscellanies: Jahr vor der Wahl |frequenzy: 1
NamedEntity-Miscellanies: Moment bin ich mir |frequenzy: 1
NamedEntity-Miscellanies: Das Zitat |frequenzy: 1
NamedEntity-Miscellanies: Freibetrags |frequenzy: 1
NamedEntity-Miscellanies: links-grün |frequenzy: 1
